tollgate_id,direction,date,time_window,weekday,holiday,volume,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
3,1,2016-09-20,"[15:00:00,15:20:00)",2,False,80,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
3,1,2016-09-20,"[15:20:00,15:40:00)",2,False,73,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
3,1,2016-09-20,"[15:40:00,16:00:00)",2,False,87,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
3,1,2016-09-20,"[16:00:00,16:20:00)",2,False,85,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
3,1,2016-09-20,"[16:20:00,16:40:00)",2,False,97,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
3,1,2016-09-20,"[16:40:00,17:00:00)",2,False,96,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
3,1,2016-09-20,"[17:00:00,17:20:00)",2,False,84,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
3,1,2016-09-20,"[17:20:00,17:40:00)",2,False,86,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
3,1,2016-09-20,"[17:40:00,18:00:00)",2,False,106,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
3,1,2016-09-20,"[18:00:00,18:20:00)",2,False,90,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
3,1,2016-09-20,"[18:20:00,18:40:00)",2,False,84,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
3,1,2016-09-20,"[18:40:00,19:00:00)",2,False,88,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
3,1,2016-09-20,"[19:00:00,19:20:00)",2,False,53,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
3,1,2016-09-20,"[19:20:00,19:40:00)",2,False,52,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
3,1,2016-09-20,"[19:40:00,20:00:00)",2,False,50,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
3,1,2016-09-20,"[20:00:00,20:20:00)",2,False,62,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
3,1,2016-09-20,"[20:20:00,20:40:00)",2,False,48,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
3,1,2016-09-20,"[20:40:00,21:00:00)",2,False,49,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
3,1,2016-09-20,"[21:00:00,21:20:00)",2,False,29,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
3,1,2016-09-20,"[21:20:00,21:40:00)",2,False,44,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
3,1,2016-09-20,"[21:40:00,22:00:00)",2,False,38,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
3,1,2016-09-20,"[22:00:00,22:20:00)",2,False,23,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
3,1,2016-09-20,"[22:20:00,22:40:00)",2,False,33,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
3,1,2016-09-20,"[22:40:00,23:00:00)",2,False,34,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
3,1,2016-09-20,"[23:00:00,23:20:00)",2,False,10,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
3,1,2016-09-20,"[23:20:00,23:40:00)",2,False,20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
3,1,2016-09-20,"[23:40:00,00:00:00)",2,False,13,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
3,1,2016-09-21,"[00:00:00,00:20:00)",3,False,124,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
3,1,2016-09-21,"[00:20:00,00:40:00)",3,False,116,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
3,1,2016-09-21,"[00:40:00,01:00:00)",3,False,54,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
3,1,2016-09-21,"[01:00:00,01:20:00)",3,False,7,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
3,1,2016-09-21,"[01:20:00,01:40:00)",3,False,5,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
3,1,2016-09-21,"[01:40:00,02:00:00)",3,False,7,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
3,1,2016-09-21,"[02:00:00,02:20:00)",3,False,7,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
3,1,2016-09-21,"[02:20:00,02:40:00)",3,False,7,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
3,1,2016-09-21,"[02:40:00,03:00:00)",3,False,3,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
3,1,2016-09-21,"[03:00:00,03:20:00)",3,False,4,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
3,1,2016-09-21,"[03:20:00,03:40:00)",3,False,3,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
3,1,2016-09-21,"[03:40:00,04:00:00)",3,False,6,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
3,1,2016-09-21,"[04:00:00,04:20:00)",3,False,3,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
3,1,2016-09-21,"[04:20:00,04:40:00)",3,False,3,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
3,1,2016-09-21,"[04:40:00,05:00:00)",3,False,5,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
3,1,2016-09-21,"[05:00:00,05:20:00)",3,False,6,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
3,1,2016-09-21,"[05:20:00,05:40:00)",3,False,11,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
3,1,2016-09-21,"[05:40:00,06:00:00)",3,False,11,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
3,1,2016-09-21,"[06:00:00,06:20:00)",3,False,20,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
3,1,2016-09-21,"[06:20:00,06:40:00)",3,False,42,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
3,1,2016-09-21,"[06:40:00,07:00:00)",3,False,37,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
3,1,2016-09-21,"[07:00:00,07:20:00)",3,False,66,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
3,1,2016-09-21,"[07:20:00,07:40:00)",3,False,92,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
3,1,2016-09-21,"[07:40:00,08:00:00)",3,False,89,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
3,1,2016-09-21,"[08:00:00,08:20:00)",3,False,126,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
3,1,2016-09-21,"[08:20:00,08:40:00)",3,False,122,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
3,1,2016-09-21,"[08:40:00,09:00:00)",3,False,149,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
3,1,2016-09-21,"[09:00:00,09:20:00)",3,False,131,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
3,1,2016-09-21,"[09:20:00,09:40:00)",3,False,83,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
3,1,2016-09-21,"[09:40:00,10:00:00)",3,False,78,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
3,1,2016-09-21,"[10:00:00,10:20:00)",3,False,71,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
3,1,2016-09-21,"[10:20:00,10:40:00)",3,False,87,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
3,1,2016-09-21,"[10:40:00,11:00:00)",3,False,80,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
3,1,2016-09-21,"[11:00:00,11:20:00)",3,False,70,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
3,1,2016-09-21,"[11:20:00,11:40:00)",3,False,72,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
3,1,2016-09-21,"[11:40:00,12:00:00)",3,False,82,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
3,1,2016-09-21,"[12:00:00,12:20:00)",3,False,88,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
3,1,2016-09-21,"[12:20:00,12:40:00)",3,False,85,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
3,1,2016-09-21,"[12:40:00,13:00:00)",3,False,102,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
3,1,2016-09-21,"[13:00:00,13:20:00)",3,False,100,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
3,1,2016-09-21,"[13:20:00,13:40:00)",3,False,108,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
3,1,2016-09-21,"[13:40:00,14:00:00)",3,False,99,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
3,1,2016-09-21,"[14:00:00,14:20:00)",3,False,74,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
3,1,2016-09-21,"[14:20:00,14:40:00)",3,False,98,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
3,1,2016-09-21,"[14:40:00,15:00:00)",3,False,100,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
3,1,2016-09-21,"[15:00:00,15:20:00)",3,False,98,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
3,1,2016-09-21,"[15:20:00,15:40:00)",3,False,108,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
3,1,2016-09-21,"[15:40:00,16:00:00)",3,False,99,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
3,1,2016-09-21,"[16:00:00,16:20:00)",3,False,87,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
3,1,2016-09-21,"[16:20:00,16:40:00)",3,False,88,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
3,1,2016-09-21,"[16:40:00,17:00:00)",3,False,100,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
3,1,2016-09-21,"[17:00:00,17:20:00)",3,False,77,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
3,1,2016-09-21,"[17:20:00,17:40:00)",3,False,94,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
3,1,2016-09-21,"[17:40:00,18:00:00)",3,False,95,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
3,1,2016-09-21,"[18:00:00,18:20:00)",3,False,67,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
3,1,2016-09-21,"[18:20:00,18:40:00)",3,False,75,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
3,1,2016-09-21,"[18:40:00,19:00:00)",3,False,68,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
3,1,2016-09-21,"[19:00:00,19:20:00)",3,False,60,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
3,1,2016-09-21,"[19:20:00,19:40:00)",3,False,52,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
3,1,2016-09-21,"[19:40:00,20:00:00)",3,False,39,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
3,1,2016-09-21,"[20:00:00,20:20:00)",3,False,49,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
3,1,2016-09-21,"[20:20:00,20:40:00)",3,False,40,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
3,1,2016-09-21,"[20:40:00,21:00:00)",3,False,35,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
3,1,2016-09-21,"[21:00:00,21:20:00)",3,False,41,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0
3,1,2016-09-21,"[21:20:00,21:40:00)",3,False,46,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0
3,1,2016-09-21,"[21:40:00,22:00:00)",3,False,30,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0
3,1,2016-09-21,"[22:00:00,22:20:00)",3,False,20,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0
3,1,2016-09-21,"[22:20:00,22:40:00)",3,False,15,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0
3,1,2016-09-21,"[22:40:00,23:00:00)",3,False,20,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0
3,1,2016-09-21,"[23:00:00,23:20:00)",3,False,21,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0
3,1,2016-09-21,"[23:20:00,23:40:00)",3,False,19,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0
3,1,2016-09-21,"[23:40:00,00:00:00)",3,False,10,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0
3,1,2016-09-22,"[00:00:00,00:20:00)",4,False,142,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0
3,1,2016-09-22,"[00:20:00,00:40:00)",4,False,106,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0
3,1,2016-09-22,"[00:40:00,01:00:00)",4,False,72,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0
3,1,2016-09-22,"[01:00:00,01:20:00)",4,False,5,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0
3,1,2016-09-22,"[01:20:00,01:40:00)",4,False,8,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0
3,1,2016-09-22,"[01:40:00,02:00:00)",4,False,5,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0
3,1,2016-09-22,"[02:00:00,02:20:00)",4,False,5,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0
3,1,2016-09-22,"[02:20:00,02:40:00)",4,False,5,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0
