"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__8","hour__9","hour__18","hour__19","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","1","2","3","4","5","6"
"480",3,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",1,222,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1012.6,1017.6,11,4.5,25.4,42,0,73,78,77,44,45,46
"485",3,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",1,174,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1012.6,1017.6,11,4.5,25.4,42,0,73,78,77,44,45,46
"610",3,"[2016-09-20 18:00:00,2016-09-20 18:20:00)",1,90,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1013.8,1018.8,327,1.4,19.4,74,0,154,209,210,191,222,174
"615",3,"[2016-09-20 18:20:00,2016-09-20 18:40:00)",1,84,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1013.8,1018.8,327,1.4,19.4,74,0,154,209,210,191,222,174
"620",3,"[2016-09-20 18:40:00,2016-09-20 19:00:00)",1,88,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1013.8,1018.8,327,1.4,19.4,74,0,154,209,210,191,222,174
"625",3,"[2016-09-20 19:00:00,2016-09-20 19:20:00)",1,53,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1013.8,1018.8,327,1.4,19.4,74,0,154,209,210,191,222,174
"630",3,"[2016-09-20 19:20:00,2016-09-20 19:40:00)",1,52,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1013.8,1018.8,327,1.4,19.4,74,0,154,209,210,191,222,174
"635",3,"[2016-09-20 19:40:00,2016-09-20 20:00:00)",1,50,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1013.8,1018.8,327,1.4,19.4,74,0,154,209,210,191,222,174
"809",3,"[2016-09-21 08:00:00,2016-09-21 08:20:00)",1,126,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1013.2,1018.2,348,1.5,24.9,67,0,90,84,88,53,52,50
"814",3,"[2016-09-21 08:20:00,2016-09-21 08:40:00)",1,122,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1013.2,1018.2,348,1.5,24.9,67,0,90,84,88,53,52,50
"819",3,"[2016-09-21 08:40:00,2016-09-21 09:00:00)",1,149,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1013.2,1018.2,348,1.5,24.9,67,0,90,84,88,53,52,50
"824",3,"[2016-09-21 09:00:00,2016-09-21 09:20:00)",1,131,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1013.2,1018.2,348,1.5,24.9,67,0,90,84,88,53,52,50
"829",3,"[2016-09-21 09:20:00,2016-09-21 09:40:00)",1,83,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1013.2,1018.2,348,1.5,24.9,67,0,90,84,88,53,52,50
"834",3,"[2016-09-21 09:40:00,2016-09-21 10:00:00)",1,78,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1013.2,1018.2,348,1.5,24.9,67,0,90,84,88,53,52,50
"959",3,"[2016-09-21 18:00:00,2016-09-21 18:20:00)",1,67,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1013.1,1018.1,341,1.7,20.2,94,0,126,122,149,131,83,78
"964",3,"[2016-09-21 18:20:00,2016-09-21 18:40:00)",1,75,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1013.1,1018.1,341,1.7,20.2,94,0,126,122,149,131,83,78
"969",3,"[2016-09-21 18:40:00,2016-09-21 19:00:00)",1,68,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1013.1,1018.1,341,1.7,20.2,94,0,126,122,149,131,83,78
"974",3,"[2016-09-21 19:00:00,2016-09-21 19:20:00)",1,60,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1013.1,1018.1,341,1.7,20.2,94,0,126,122,149,131,83,78
"979",3,"[2016-09-21 19:20:00,2016-09-21 19:40:00)",1,52,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1013.1,1018.1,341,1.7,20.2,94,0,126,122,149,131,83,78
"984",3,"[2016-09-21 19:40:00,2016-09-21 20:00:00)",1,39,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1013.1,1018.1,341,1.7,20.2,94,0,126,122,149,131,83,78
"1156",3,"[2016-09-22 08:00:00,2016-09-22 08:20:00)",1,121,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1010.6,1015.6,91,2.6,26.8,57,0,67,75,68,60,52,39
"1161",3,"[2016-09-22 08:20:00,2016-09-22 08:40:00)",1,127,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1010.6,1015.6,91,2.6,26.8,57,0,67,75,68,60,52,39
"1166",3,"[2016-09-22 08:40:00,2016-09-22 09:00:00)",1,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1010.6,1015.6,91,2.6,26.8,57,0,67,75,68,60,52,39
"1171",3,"[2016-09-22 09:00:00,2016-09-22 09:20:00)",1,116,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1010.6,1015.6,91,2.6,26.8,57,0,67,75,68,60,52,39
"1176",3,"[2016-09-22 09:20:00,2016-09-22 09:40:00)",1,110,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1010.6,1015.6,91,2.6,26.8,57,0,67,75,68,60,52,39
"1181",3,"[2016-09-22 09:40:00,2016-09-22 10:00:00)",1,96,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1010.6,1015.6,91,2.6,26.8,57,0,67,75,68,60,52,39
"1306",3,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",1,54,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1011.6,1016.5,33,1.1,21.9,84,0,121,127,136,116,110,96
"1311",3,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",1,53,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1011.6,1016.5,33,1.1,21.9,84,0,121,127,136,116,110,96
"1316",3,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",1,99,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1011.6,1016.5,33,1.1,21.9,84,0,121,127,136,116,110,96
"1321",3,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",1,57,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1011.6,1016.5,33,1.1,21.9,84,0,121,127,136,116,110,96
"1326",3,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",1,72,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1011.6,1016.5,33,1.1,21.9,84,0,121,127,136,116,110,96
"1331",3,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",1,44,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1011.6,1016.5,33,1.1,21.9,84,0,121,127,136,116,110,96
"1505",3,"[2016-09-23 08:00:00,2016-09-23 08:20:00)",1,118,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1008.2,1013.2,96,4.5,27.2,61,0,54,53,99,57,72,44
"1510",3,"[2016-09-23 08:20:00,2016-09-23 08:40:00)",1,135,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1008.2,1013.2,96,4.5,27.2,61,0,54,53,99,57,72,44
"1515",3,"[2016-09-23 08:40:00,2016-09-23 09:00:00)",1,154,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1008.2,1013.2,96,4.5,27.2,61,0,54,53,99,57,72,44
"1520",3,"[2016-09-23 09:00:00,2016-09-23 09:20:00)",1,134,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1008.2,1013.2,96,4.5,27.2,61,0,54,53,99,57,72,44
"1525",3,"[2016-09-23 09:20:00,2016-09-23 09:40:00)",1,137,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1008.2,1013.2,96,4.5,27.2,61,0,54,53,99,57,72,44
"1530",3,"[2016-09-23 09:40:00,2016-09-23 10:00:00)",1,96,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1008.2,1013.2,96,4.5,27.2,61,0,54,53,99,57,72,44
"1655",3,"[2016-09-23 18:00:00,2016-09-23 18:20:00)",1,100,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1008.8,1013.7,317,1.8,21.4,88,0,118,135,154,134,137,96
"1660",3,"[2016-09-23 18:20:00,2016-09-23 18:40:00)",1,95,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1008.8,1013.7,317,1.8,21.4,88,0,118,135,154,134,137,96
"1665",3,"[2016-09-23 18:40:00,2016-09-23 19:00:00)",1,96,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1008.8,1013.7,317,1.8,21.4,88,0,118,135,154,134,137,96
"1670",3,"[2016-09-23 19:00:00,2016-09-23 19:20:00)",1,58,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.8,1013.7,317,1.8,21.4,88,0,118,135,154,134,137,96
"1675",3,"[2016-09-23 19:20:00,2016-09-23 19:40:00)",1,86,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.8,1013.7,317,1.8,21.4,88,0,118,135,154,134,137,96
"1680",3,"[2016-09-23 19:40:00,2016-09-23 20:00:00)",1,55,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.8,1013.7,317,1.8,21.4,88,0,118,135,154,134,137,96
"1856",3,"[2016-09-24 08:00:00,2016-09-24 08:20:00)",1,122,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1006.3,1011.2,78,5.2,27.8,64,0,100,95,96,58,86,55
"1861",3,"[2016-09-24 08:20:00,2016-09-24 08:40:00)",1,113,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1006.3,1011.2,78,5.2,27.8,64,0,100,95,96,58,86,55
"1866",3,"[2016-09-24 08:40:00,2016-09-24 09:00:00)",1,107,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1006.3,1011.2,78,5.2,27.8,64,0,100,95,96,58,86,55
"1871",3,"[2016-09-24 09:00:00,2016-09-24 09:20:00)",1,115,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1006.3,1011.2,78,5.2,27.8,64,0,100,95,96,58,86,55
"1876",3,"[2016-09-24 09:20:00,2016-09-24 09:40:00)",1,128,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1006.3,1011.2,78,5.2,27.8,64,0,100,95,96,58,86,55
"1881",3,"[2016-09-24 09:40:00,2016-09-24 10:00:00)",1,124,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1006.3,1011.2,78,5.2,27.8,64,0,100,95,96,58,86,55
"2006",3,"[2016-09-24 18:00:00,2016-09-24 18:20:00)",1,57,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1007.1,1012,325,1.4,21.9,91,0,122,113,107,115,128,124
"2010",3,"[2016-09-24 18:20:00,2016-09-24 18:40:00)",1,77,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1007.1,1012,325,1.4,21.9,91,0,122,113,107,115,128,124
"2015",3,"[2016-09-24 18:40:00,2016-09-24 19:00:00)",1,66,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1007.1,1012,325,1.4,21.9,91,0,122,113,107,115,128,124
"2019",3,"[2016-09-24 19:00:00,2016-09-24 19:20:00)",1,53,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1007.1,1012,325,1.4,21.9,91,0,122,113,107,115,128,124
"2024",3,"[2016-09-24 19:20:00,2016-09-24 19:40:00)",1,60,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1007.1,1012,325,1.4,21.9,91,0,122,113,107,115,128,124
"2029",3,"[2016-09-24 19:40:00,2016-09-24 20:00:00)",1,50,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1007.1,1012,325,1.4,21.9,91,0,122,113,107,115,128,124
"2203",3,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",1,112,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1006.6,1011.5,57,2.8,28.9,57,0,57,77,66,53,60,50
"2208",3,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",1,111,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1006.6,1011.5,57,2.8,28.9,57,0,57,77,66,53,60,50
"2213",3,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",1,120,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1006.6,1011.5,57,2.8,28.9,57,0,57,77,66,53,60,50
"2218",3,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",1,108,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1006.6,1011.5,57,2.8,28.9,57,0,57,77,66,53,60,50
"2223",3,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",1,140,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1006.6,1011.5,57,2.8,28.9,57,0,57,77,66,53,60,50
"2228",3,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",1,102,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1006.6,1011.5,57,2.8,28.9,57,0,57,77,66,53,60,50
"2353",3,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",1,75,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0,112,111,120,108,140,102
"2358",3,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",1,88,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0,112,111,120,108,140,102
"2363",3,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",1,71,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0,112,111,120,108,140,102
"2368",3,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",1,66,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0,112,111,120,108,140,102
"2373",3,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",1,69,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0,112,111,120,108,140,102
"2378",3,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",1,73,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0,112,111,120,108,140,102
"2550",3,"[2016-09-26 08:00:00,2016-09-26 08:20:00)",1,138,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0,75,88,71,66,69,73
"2555",3,"[2016-09-26 08:20:00,2016-09-26 08:40:00)",1,164,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,75,88,71,66,69,73
"2560",3,"[2016-09-26 08:40:00,2016-09-26 09:00:00)",1,150,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,75,88,71,66,69,73
"2565",3,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",1,145,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0,75,88,71,66,69,73
"2570",3,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",1,113,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,75,88,71,66,69,73
"2575",3,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",1,104,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,75,88,71,66,69,73
"2700",3,"[2016-09-26 18:00:00,2016-09-26 18:20:00)",1,91,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,138,164,150,145,113,104
"2705",3,"[2016-09-26 18:20:00,2016-09-26 18:40:00)",1,55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,138,164,150,145,113,104
"2710",3,"[2016-09-26 18:40:00,2016-09-26 19:00:00)",1,70,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,138,164,150,145,113,104
"2715",3,"[2016-09-26 19:00:00,2016-09-26 19:20:00)",1,59,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,138,164,150,145,113,104
"2720",3,"[2016-09-26 19:20:00,2016-09-26 19:40:00)",1,57,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,138,164,150,145,113,104
"2725",3,"[2016-09-26 19:40:00,2016-09-26 20:00:00)",1,52,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,138,164,150,145,113,104
"2901",3,"[2016-09-27 08:00:00,2016-09-27 08:20:00)",1,96,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0,91,55,70,59,57,52
"2906",3,"[2016-09-27 08:20:00,2016-09-27 08:40:00)",1,118,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,91,55,70,59,57,52
"2911",3,"[2016-09-27 08:40:00,2016-09-27 09:00:00)",1,144,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,91,55,70,59,57,52
"2916",3,"[2016-09-27 09:00:00,2016-09-27 09:20:00)",1,117,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0,91,55,70,59,57,52
"2921",3,"[2016-09-27 09:20:00,2016-09-27 09:40:00)",1,109,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,91,55,70,59,57,52
"2926",3,"[2016-09-27 09:40:00,2016-09-27 10:00:00)",1,94,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,91,55,70,59,57,52
"3051",3,"[2016-09-27 18:00:00,2016-09-27 18:20:00)",1,83,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,96,118,144,117,109,94
"3056",3,"[2016-09-27 18:20:00,2016-09-27 18:40:00)",1,81,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,96,118,144,117,109,94
"3061",3,"[2016-09-27 18:40:00,2016-09-27 19:00:00)",1,83,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1004.2,1009.1,56,1.7,26.2,95,1.2,96,118,144,117,109,94
"3066",3,"[2016-09-27 19:00:00,2016-09-27 19:20:00)",1,53,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,96,118,144,117,109,94
"3071",3,"[2016-09-27 19:20:00,2016-09-27 19:40:00)",1,56,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,96,118,144,117,109,94
"3076",3,"[2016-09-27 19:40:00,2016-09-27 20:00:00)",1,48,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1004.2,1009.1,56,1.7,26.2,95,1.2,96,118,144,117,109,94
"3251",3,"[2016-09-28 08:00:00,2016-09-28 08:20:00)",1,110,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1004.2,1009.1,53,5.1,24.7,93,1.3,83,81,83,53,56,48
"3256",3,"[2016-09-28 08:20:00,2016-09-28 08:40:00)",1,132,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1004.2,1009.1,53,5.1,24.7,93,1.3,83,81,83,53,56,48
"3261",3,"[2016-09-28 08:40:00,2016-09-28 09:00:00)",1,131,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1004.2,1009.1,53,5.1,24.7,93,1.3,83,81,83,53,56,48
"3266",3,"[2016-09-28 09:00:00,2016-09-28 09:20:00)",1,143,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1004.2,1009.1,53,5.1,24.7,93,1.3,83,81,83,53,56,48
"3271",3,"[2016-09-28 09:20:00,2016-09-28 09:40:00)",1,132,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1004.2,1009.1,53,5.1,24.7,93,1.3,83,81,83,53,56,48
"3276",3,"[2016-09-28 09:40:00,2016-09-28 10:00:00)",1,84,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1004.2,1009.1,53,5.1,24.7,93,1.3,83,81,83,53,56,48
"3401",3,"[2016-09-28 18:00:00,2016-09-28 18:20:00)",1,68,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1005.6,1010.5,38,5.5,22,94,1.2,110,132,131,143,132,84
"3406",3,"[2016-09-28 18:20:00,2016-09-28 18:40:00)",1,56,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1005.6,1010.5,38,5.5,22,94,1.2,110,132,131,143,132,84
"3411",3,"[2016-09-28 18:40:00,2016-09-28 19:00:00)",1,59,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1005.6,1010.5,38,5.5,22,94,1.2,110,132,131,143,132,84
"3416",3,"[2016-09-28 19:00:00,2016-09-28 19:20:00)",1,50,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1005.6,1010.5,38,5.5,22,94,1.2,110,132,131,143,132,84
"3421",3,"[2016-09-28 19:20:00,2016-09-28 19:40:00)",1,72,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1005.6,1010.5,38,5.5,22,94,1.2,110,132,131,143,132,84
"3426",3,"[2016-09-28 19:40:00,2016-09-28 20:00:00)",1,41,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1005.6,1010.5,38,5.5,22,94,1.2,110,132,131,143,132,84
"3598",3,"[2016-09-29 08:00:00,2016-09-29 08:20:00)",1,103,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1006.4,1011.4,356,4,20.6,96,1.4,68,56,59,50,72,41
"3603",3,"[2016-09-29 08:20:00,2016-09-29 08:40:00)",1,105,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1006.4,1011.4,356,4,20.6,96,1.4,68,56,59,50,72,41
"3608",3,"[2016-09-29 08:40:00,2016-09-29 09:00:00)",1,123,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1006.4,1011.4,356,4,20.6,96,1.4,68,56,59,50,72,41
"3613",3,"[2016-09-29 09:00:00,2016-09-29 09:20:00)",1,130,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1006.4,1011.4,356,4,20.6,96,1.4,68,56,59,50,72,41
"3618",3,"[2016-09-29 09:20:00,2016-09-29 09:40:00)",1,111,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1006.4,1011.4,356,4,20.6,96,1.4,68,56,59,50,72,41
"3623",3,"[2016-09-29 09:40:00,2016-09-29 10:00:00)",1,121,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1006.4,1011.4,356,4,20.6,96,1.4,68,56,59,50,72,41
"3748",3,"[2016-09-29 18:00:00,2016-09-29 18:20:00)",1,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,103,105,123,130,111,121
"3753",3,"[2016-09-29 18:20:00,2016-09-29 18:40:00)",1,68,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,103,105,123,130,111,121
"3758",3,"[2016-09-29 18:40:00,2016-09-29 19:00:00)",1,56,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1006.4,1011.4,354,1.8,19.6,97,0.2,103,105,123,130,111,121
"3763",3,"[2016-09-29 19:00:00,2016-09-29 19:20:00)",1,15,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,103,105,123,130,111,121
