"tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__8","hour__9","hour__18","hour__19","X0","X20","X40","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","X1","X2","X3","X4","X5","X6"
2,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",0,81,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1005.6,1010.5,81,2.6,28.9,66,0,41,43,44,39,117,130
2,"[2016-09-26 18:00:00,2016-09-26 18:20:00)",0,63,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,41,43,44,39,117,130
2,"[2016-09-26 18:20:00,2016-09-26 18:40:00)",0,52,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,41,43,44,39,117,130
2,"[2016-09-26 18:40:00,2016-09-26 19:00:00)",0,48,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1005.7,1010.6,46,1.3,24.7,92,0,121,126,120,81,63,52
2,"[2016-09-26 19:00:00,2016-09-26 19:20:00)",0,35,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,121,126,120,81,63,52
2,"[2016-09-26 19:20:00,2016-09-26 19:40:00)",0,37,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,121,126,120,81,63,52
2,"[2016-09-26 19:40:00,2016-09-26 20:00:00)",0,32,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1005.7,1010.6,46,1.3,24.7,92,0,121,126,120,81,63,52
2,"[2016-09-27 08:00:00,2016-09-27 08:20:00)",0,128,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,121,126,120,81,63,52
2,"[2016-09-27 08:20:00,2016-09-27 08:40:00)",0,117,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,121,126,120,81,63,52
2,"[2016-09-27 08:40:00,2016-09-27 09:00:00)",0,131,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1004.6,1009.5,104,4.2,28.7,72,0,48,35,37,32,128,117
2,"[2016-09-27 09:00:00,2016-09-27 09:20:00)",0,111,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,48,35,37,32,128,117
2,"[2016-09-27 09:20:00,2016-09-27 09:40:00)",0,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,48,35,37,32,128,117
2,"[2016-09-27 09:40:00,2016-09-27 10:00:00)",0,94,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1004.6,1009.5,104,4.2,28.7,72,0,48,35,37,32,128,117
2,"[2016-09-27 18:00:00,2016-09-27 18:20:00)",0,43,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,48,35,37,32,128,117
2,"[2016-09-27 18:20:00,2016-09-27 18:40:00)",0,64,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1004.2,1009.1,56,1.7,26.2,95,1.2,48,35,37,32,128,117
2,"[2016-09-27 18:40:00,2016-09-27 19:00:00)",0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1004.2,1009.1,56,1.7,26.2,95,1.2,131,111,90,94,43,64
2,"[2016-09-27 19:00:00,2016-09-27 19:20:00)",0,24,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,131,111,90,94,43,64
2,"[2016-09-27 19:20:00,2016-09-27 19:40:00)",0,29,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1004.2,1009.1,56,1.7,26.2,95,1.2,131,111,90,94,43,64
2,"[2016-09-27 19:40:00,2016-09-27 20:00:00)",0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1004.2,1009.1,56,1.7,26.2,95,1.2,131,111,90,94,43,64
2,"[2016-09-29 08:00:00,2016-09-29 08:20:00)",0,105,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1006.4,1011.4,356,4,20.6,96,1.4,35,35,23,21,43,54
2,"[2016-09-29 08:20:00,2016-09-29 08:40:00)",0,99,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1006.4,1011.4,356,4,20.6,96,1.4,35,35,23,21,43,54
2,"[2016-09-29 08:40:00,2016-09-29 09:00:00)",0,114,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1006.4,1011.4,356,4,20.6,96,1.4,52,42,54,48,105,99
2,"[2016-09-29 09:00:00,2016-09-29 09:20:00)",0,117,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1006.4,1011.4,356,4,20.6,96,1.4,52,42,54,48,105,99
2,"[2016-09-29 09:20:00,2016-09-29 09:40:00)",0,102,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1006.4,1011.4,356,4,20.6,96,1.4,52,42,54,48,105,99
2,"[2016-09-29 09:40:00,2016-09-29 10:00:00)",0,82,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1006.4,1011.4,356,4,20.6,96,1.4,52,42,54,48,105,99
2,"[2016-09-29 18:00:00,2016-09-29 18:20:00)",0,70,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,52,42,54,48,105,99
2,"[2016-09-29 18:20:00,2016-09-29 18:40:00)",0,67,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1006.4,1011.4,354,1.8,19.6,97,0.2,52,42,54,48,105,99
2,"[2016-09-29 18:40:00,2016-09-29 19:00:00)",0,58,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1006.4,1011.4,354,1.8,19.6,97,0.2,114,117,102,82,70,67
2,"[2016-09-29 19:00:00,2016-09-29 19:20:00)",0,45,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,114,117,102,82,70,67
2,"[2016-09-29 19:20:00,2016-09-29 19:40:00)",0,44,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1006.4,1011.4,354,1.8,19.6,97,0.2,114,117,102,82,70,67
2,"[2016-09-29 19:40:00,2016-09-29 20:00:00)",0,41,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1006.4,1011.4,354,1.8,19.6,97,0.2,114,117,102,82,70,67
2,"[2016-09-30 08:00:00,2016-09-30 08:20:00)",0,114,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1006.2,1011.2,16,3.5,24.1,81,0,114,117,102,82,70,67
2,"[2016-09-30 08:20:00,2016-09-30 08:40:00)",0,104,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1006.2,1011.2,16,3.5,24.1,81,0,114,117,102,82,70,67
2,"[2016-09-30 08:40:00,2016-09-30 09:00:00)",0,107,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1006.2,1011.2,16,3.5,24.1,81,0,58,45,44,41,114,104
2,"[2016-09-30 09:00:00,2016-09-30 09:20:00)",0,91,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1006.2,1011.2,16,3.5,24.1,81,0,58,45,44,41,114,104
2,"[2016-09-30 09:20:00,2016-09-30 09:40:00)",0,92,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1006.2,1011.2,16,3.5,24.1,81,0,58,45,44,41,114,104
2,"[2016-09-30 09:40:00,2016-09-30 10:00:00)",0,75,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1006.2,1011.2,16,3.5,24.1,81,0,58,45,44,41,114,104
2,"[2016-09-30 18:00:00,2016-09-30 18:20:00)",0,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.8,1013.8,319,0.9,20.9,96,0,58,45,44,41,114,104
2,"[2016-09-30 18:20:00,2016-09-30 18:40:00)",0,32,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.8,1013.8,319,0.9,20.9,96,0,58,45,44,41,114,104
2,"[2016-09-30 18:40:00,2016-09-30 19:00:00)",0,27,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1008.8,1013.8,319,0.9,20.9,96,0,107,91,92,75,25,32
2,"[2016-09-30 19:00:00,2016-09-30 19:20:00)",0,20,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1008.8,1013.8,319,0.9,20.9,96,0,107,91,92,75,25,32
2,"[2016-09-30 19:20:00,2016-09-30 19:40:00)",0,23,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1008.8,1013.8,319,0.9,20.9,96,0,107,91,92,75,25,32
2,"[2016-09-30 19:40:00,2016-09-30 20:00:00)",0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.8,1013.8,319,0.9,20.9,96,0,107,91,92,75,25,32
2,"[2016-10-08 08:00:00,2016-10-08 08:20:00)",0,106,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1011.1,1016.1,357,3.2,20.5,80,0,107,91,92,75,25,32
2,"[2016-10-08 08:20:00,2016-10-08 08:40:00)",0,93,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1011.1,1016.1,357,3.2,20.5,80,0,107,91,92,75,25,32
2,"[2016-10-08 08:40:00,2016-10-08 09:00:00)",0,83,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1011.1,1016.1,357,3.2,20.5,80,0,27,20,23,21,106,93
2,"[2016-10-08 09:00:00,2016-10-08 09:20:00)",0,83,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1011.1,1016.1,357,3.2,20.5,80,0,27,20,23,21,106,93
2,"[2016-10-08 09:20:00,2016-10-08 09:40:00)",0,99,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1011.1,1016.1,357,3.2,20.5,80,0,27,20,23,21,106,93
2,"[2016-10-08 09:40:00,2016-10-08 10:00:00)",0,86,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1011.1,1016.1,357,3.2,20.5,80,0,27,20,23,21,106,93
2,"[2016-10-08 18:00:00,2016-10-08 18:20:00)",0,46,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1014.9,1020,340,2.4,16.4,73,0,27,20,23,21,106,93
2,"[2016-10-08 18:20:00,2016-10-08 18:40:00)",0,54,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1014.9,1020,340,2.4,16.4,73,0,27,20,23,21,106,93
