"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","1","2","3","4","5","6"
"79",1,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.4,1012.3,12,6.2,26.8,56,0,18,17,23,28,24,34
"84",1,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.4,1012.3,12,6.2,26.8,56,0,18,17,23,28,24,34
"89",1,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1,72,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.4,1012.3,12,6.2,26.8,56,0,18,17,23,28,24,34
"94",1,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007.4,1012.3,12,6.2,26.8,56,0,18,17,23,28,24,34
"99",1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1007.4,1012.3,12,6.2,26.8,56,0,18,17,23,28,24,34
"104",1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.4,1012.3,12,6.2,26.8,56,0,18,17,23,28,24,34
"109",1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,39,57,72,70,83,118
"114",1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,39,57,72,70,83,118
"119",1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.3,1013.3,351,5.3,23.8,72,0.1,39,57,72,70,83,118
"124",1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,39,57,72,70,83,118
"129",1,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,39,57,72,70,83,118
"134",1,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",1,131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.3,1013.3,351,5.3,23.8,72,0.1,39,57,72,70,83,118
"139",1,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",1,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,123,119,116,120,151,131
"144",1,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",1,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,123,119,116,120,151,131
"149",1,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",1,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.3,1013.3,351,5.3,23.8,72,0.1,123,119,116,120,151,131
"154",1,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",1,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,123,119,116,120,151,131
"159",1,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",1,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,123,119,116,120,151,131
"164",1,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1010.4,1015.4,302,2.3,20.8,92,1.1,123,119,116,120,151,131
"169",1,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,101,105,102,86,76,100
"174",1,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",1,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,101,105,102,86,76,100
"179",1,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",1,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1010.4,1015.4,302,2.3,20.8,92,1.1,101,105,102,86,76,100
"184",1,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,101,105,102,86,76,100
"189",1,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",1,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,101,105,102,86,76,100
"194",1,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",1,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1010.4,1015.4,302,2.3,20.8,92,1.1,101,105,102,86,76,100
"199",1,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",1,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1011.1,1016.1,18,2.6,21.4,80,0,99,70,79,100,108,106
"204",1,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1011.1,1016.1,18,2.6,21.4,80,0,99,70,79,100,108,106
"209",1,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",1,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1011.1,1016.1,18,2.6,21.4,80,0,99,70,79,100,108,106
"214",1,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",1,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1011.1,1016.1,18,2.6,21.4,80,0,99,70,79,100,108,106
"219",1,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",1,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1011.1,1016.1,18,2.6,21.4,80,0,99,70,79,100,108,106
"224",1,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",1,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1011.1,1016.1,18,2.6,21.4,80,0,99,70,79,100,108,106
"229",1,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",1,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1011.1,1016.1,18,2.6,21.4,80,0,101,100,101,77,104,92
"234",1,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",1,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1011.1,1016.1,18,2.6,21.4,80,0,101,100,101,77,104,92
"239",1,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",1,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1011.1,1016.1,18,2.6,21.4,80,0,101,100,101,77,104,92
"244",1,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",1,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1011.1,1016.1,333,2.4,20.2,75,0,101,100,101,77,104,92
"249",1,"[2016-09-19 17:20:00,2016-09-19 17:40:00)",1,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,101,100,101,77,104,92
"254",1,"[2016-09-19 17:40:00,2016-09-19 18:00:00)",1,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,101,100,101,77,104,92
"259",1,"[2016-09-19 18:00:00,2016-09-19 18:20:00)",1,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1011.1,1016.1,333,2.4,20.2,75,0,110,122,116,96,116,112
"264",1,"[2016-09-19 18:20:00,2016-09-19 18:40:00)",1,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,110,122,116,96,116,112
"269",1,"[2016-09-19 18:40:00,2016-09-19 19:00:00)",1,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,110,122,116,96,116,112
"274",1,"[2016-09-19 19:00:00,2016-09-19 19:20:00)",1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1011.1,1016.1,333,2.4,20.2,75,0,110,122,116,96,116,112
"279",1,"[2016-09-19 19:20:00,2016-09-19 19:40:00)",1,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,110,122,116,96,116,112
"284",1,"[2016-09-19 19:40:00,2016-09-19 20:00:00)",1,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,110,122,116,96,116,112
"289",1,"[2016-09-19 20:00:00,2016-09-19 20:20:00)",1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1012,1017,319,2.7,19.1,75,0,67,94,65,62,44,41
"294",1,"[2016-09-19 20:20:00,2016-09-19 20:40:00)",1,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1012,1017,319,2.7,19.1,75,0,67,94,65,62,44,41
"299",1,"[2016-09-19 20:40:00,2016-09-19 21:00:00)",1,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1012,1017,319,2.7,19.1,75,0,67,94,65,62,44,41
"304",1,"[2016-09-19 21:00:00,2016-09-19 21:20:00)",1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1012,1017,319,2.7,19.1,75,0,67,94,65,62,44,41
"309",1,"[2016-09-19 21:20:00,2016-09-19 21:40:00)",1,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1012,1017,319,2.7,19.1,75,0,67,94,65,62,44,41
"314",1,"[2016-09-19 21:40:00,2016-09-19 22:00:00)",1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1012,1017,319,2.7,19.1,75,0,67,94,65,62,44,41
"319",1,"[2016-09-19 22:00:00,2016-09-19 22:20:00)",1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1012,1017,319,2.7,19.1,75,0,48,34,39,24,35,30
"324",1,"[2016-09-19 22:20:00,2016-09-19 22:40:00)",1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1012,1017,319,2.7,19.1,75,0,48,34,39,24,35,30
"329",1,"[2016-09-19 22:40:00,2016-09-19 23:00:00)",1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1012,1017,319,2.7,19.1,75,0,48,34,39,24,35,30
"334",1,"[2016-09-19 23:00:00,2016-09-19 23:20:00)",1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.2,1013.2,329,2.8,22.2,76,0,48,34,39,24,35,30
"339",1,"[2016-09-19 23:20:00,2016-09-19 23:40:00)",1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.2,1013.2,329,2.8,22.2,76,0,48,34,39,24,35,30
"344",1,"[2016-09-19 23:40:00,2016-09-20 00:00:00)",1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.2,1013.2,329,2.8,22.2,76,0,48,34,39,24,35,30
"349",1,"[2016-09-20 00:00:00,2016-09-20 00:20:00)",1,139,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1013.2,1018.2,341,3.5,21.1,68,0,21,24,23,16,10,13
"353",1,"[2016-09-20 00:20:00,2016-09-20 00:40:00)",1,80,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.2,1018.2,341,3.5,21.1,68,0,21,24,23,16,10,13
"358",1,"[2016-09-20 00:40:00,2016-09-20 01:00:00)",1,37,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1013.2,1018.2,341,3.5,21.1,68,0,21,24,23,16,10,13
"363",1,"[2016-09-20 01:00:00,2016-09-20 01:20:00)",1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1013.2,1018.2,341,3.5,21.1,68,0,21,24,23,16,10,13
"367",1,"[2016-09-20 01:20:00,2016-09-20 01:40:00)",1,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.2,1018.2,341,3.5,21.1,68,0,21,24,23,16,10,13
"372",1,"[2016-09-20 01:40:00,2016-09-20 02:00:00)",1,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1013.2,1018.2,341,3.5,21.1,68,0,21,24,23,16,10,13
"376",1,"[2016-09-20 02:00:00,2016-09-20 02:20:00)",1,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1013.5,1018.5,354,2.6,23.9,58,0,139,80,37,6,8,11
"380",1,"[2016-09-20 02:20:00,2016-09-20 02:40:00)",1,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.5,1018.5,354,2.6,23.9,58,0,139,80,37,6,8,11
"384",1,"[2016-09-20 02:40:00,2016-09-20 03:00:00)",1,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1013.5,1018.5,354,2.6,23.9,58,0,139,80,37,6,8,11
"388",1,"[2016-09-20 03:00:00,2016-09-20 03:20:00)",1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1013.5,1018.5,354,2.6,23.9,58,0,139,80,37,6,8,11
"392",1,"[2016-09-20 03:20:00,2016-09-20 03:40:00)",1,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.5,1018.5,354,2.6,23.9,58,0,139,80,37,6,8,11
"396",1,"[2016-09-20 03:40:00,2016-09-20 04:00:00)",1,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1013.5,1018.5,354,2.6,23.9,58,0,139,80,37,6,8,11
"400",1,"[2016-09-20 04:00:00,2016-09-20 04:20:00)",1,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1013.5,1018.5,354,2.6,23.9,58,0,8,12,8,2,13,18
"404",1,"[2016-09-20 04:20:00,2016-09-20 04:40:00)",1,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.5,1018.5,354,2.6,23.9,58,0,8,12,8,2,13,18
"408",1,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",1,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1013.5,1018.5,354,2.6,23.9,58,0,8,12,8,2,13,18
"412",1,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",1,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012.2,1017.2,7,4.6,26.9,43,0,8,12,8,2,13,18
"417",1,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",1,37,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1012.2,1017.2,7,4.6,26.9,43,0,8,12,8,2,13,18
"422",1,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",1,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1012.2,1017.2,7,4.6,26.9,43,0,8,12,8,2,13,18
"427",1,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",1,47,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012.2,1017.2,7,4.6,26.9,43,0,20,17,20,27,37,35
"432",1,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",1,59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1012.2,1017.2,7,4.6,26.9,43,0,20,17,20,27,37,35
"437",1,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",1,69,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1012.2,1017.2,7,4.6,26.9,43,0,20,17,20,27,37,35
