"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","1","2","3","4","5","6"
"170",2,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,71,88,65,50,61,46
"175",2,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,71,88,65,50,61,46
"180",2,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1010.4,1015.4,302,2.3,20.8,92,1.1,71,88,65,50,61,46
"185",2,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,71,88,65,50,61,46
"190",2,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1010.4,1015.4,302,2.3,20.8,92,1.1,71,88,65,50,61,46
"195",2,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1010.4,1015.4,302,2.3,20.8,92,1.1,71,88,65,50,61,46
"200",2,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1011.1,1016.1,18,2.6,21.4,80,0,87,66,69,81,95,67
"205",2,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1011.1,1016.1,18,2.6,21.4,80,0,87,66,69,81,95,67
"210",2,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",0,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1011.1,1016.1,18,2.6,21.4,80,0,87,66,69,81,95,67
"215",2,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1011.1,1016.1,18,2.6,21.4,80,0,87,66,69,81,95,67
"220",2,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1011.1,1016.1,18,2.6,21.4,80,0,87,66,69,81,95,67
"225",2,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",0,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1011.1,1016.1,18,2.6,21.4,80,0,87,66,69,81,95,67
"230",2,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1011.1,1016.1,18,2.6,21.4,80,0,66,62,79,77,67,74
"235",2,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1011.1,1016.1,18,2.6,21.4,80,0,66,62,79,77,67,74
"240",2,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1011.1,1016.1,18,2.6,21.4,80,0,66,62,79,77,67,74
"245",2,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1011.1,1016.1,333,2.4,20.2,75,0,66,62,79,77,67,74
"250",2,"[2016-09-19 17:20:00,2016-09-19 17:40:00)",0,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,66,62,79,77,67,74
"255",2,"[2016-09-19 17:40:00,2016-09-19 18:00:00)",0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,66,62,79,77,67,74
"260",2,"[2016-09-19 18:00:00,2016-09-19 18:20:00)",0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1011.1,1016.1,333,2.4,20.2,75,0,76,86,99,85,72,53
"265",2,"[2016-09-19 18:20:00,2016-09-19 18:40:00)",0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,76,86,99,85,72,53
"270",2,"[2016-09-19 18:40:00,2016-09-19 19:00:00)",0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,76,86,99,85,72,53
"275",2,"[2016-09-19 19:00:00,2016-09-19 19:20:00)",0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1011.1,1016.1,333,2.4,20.2,75,0,76,86,99,85,72,53
"280",2,"[2016-09-19 19:20:00,2016-09-19 19:40:00)",0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,76,86,99,85,72,53
"285",2,"[2016-09-19 19:40:00,2016-09-19 20:00:00)",0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,76,86,99,85,72,53
"290",2,"[2016-09-19 20:00:00,2016-09-19 20:20:00)",0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1012,1017,319,2.7,19.1,75,0,55,50,49,44,49,41
"295",2,"[2016-09-19 20:20:00,2016-09-19 20:40:00)",0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1012,1017,319,2.7,19.1,75,0,55,50,49,44,49,41
"300",2,"[2016-09-19 20:40:00,2016-09-19 21:00:00)",0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1012,1017,319,2.7,19.1,75,0,55,50,49,44,49,41
"305",2,"[2016-09-19 21:00:00,2016-09-19 21:20:00)",0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1012,1017,319,2.7,19.1,75,0,55,50,49,44,49,41
"310",2,"[2016-09-19 21:20:00,2016-09-19 21:40:00)",0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1012,1017,319,2.7,19.1,75,0,55,50,49,44,49,41
"315",2,"[2016-09-19 21:40:00,2016-09-19 22:00:00)",0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1012,1017,319,2.7,19.1,75,0,55,50,49,44,49,41
"320",2,"[2016-09-19 22:00:00,2016-09-19 22:20:00)",0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1012,1017,319,2.7,19.1,75,0,56,21,35,29,20,24
"325",2,"[2016-09-19 22:20:00,2016-09-19 22:40:00)",0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1012,1017,319,2.7,19.1,75,0,56,21,35,29,20,24
"330",2,"[2016-09-19 22:40:00,2016-09-19 23:00:00)",0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1012,1017,319,2.7,19.1,75,0,56,21,35,29,20,24
"335",2,"[2016-09-19 23:00:00,2016-09-19 23:20:00)",0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.2,1013.2,329,2.8,22.2,76,0,56,21,35,29,20,24
"340",2,"[2016-09-19 23:20:00,2016-09-19 23:40:00)",0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.2,1013.2,329,2.8,22.2,76,0,56,21,35,29,20,24
"345",2,"[2016-09-19 23:40:00,2016-09-20 00:00:00)",0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.2,1013.2,329,2.8,22.2,76,0,56,21,35,29,20,24
"354",2,"[2016-09-20 00:20:00,2016-09-20 00:40:00)",0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.2,1018.2,341,3.5,21.1,68,0,21,12,24,16,6,12
"359",2,"[2016-09-20 00:40:00,2016-09-20 01:00:00)",0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1013.2,1018.2,341,3.5,21.1,68,0,21,12,24,16,6,12
"368",2,"[2016-09-20 01:20:00,2016-09-20 01:40:00)",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.2,1018.2,341,3.5,21.1,68,0,21,12,24,16,6,12
"413",2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012.2,1017.2,7,4.6,26.9,43,0,21,12,24,16,6,12
"418",2,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",0,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1012.2,1017.2,7,4.6,26.9,43,0,21,12,24,16,6,12
"423",2,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",0,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1012.2,1017.2,7,4.6,26.9,43,0,21,12,24,16,6,12
"428",2,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012.2,1017.2,7,4.6,26.9,43,0,2,2,1,5,18,21
"433",2,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1012.2,1017.2,7,4.6,26.9,43,0,2,2,1,5,18,21
"438",2,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1012.2,1017.2,7,4.6,26.9,43,0,2,2,1,5,18,21
"443",2,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012.2,1017.2,7,4.6,26.9,43,0,2,2,1,5,18,21
"448",2,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1012.2,1017.2,7,4.6,26.9,43,0,2,2,1,5,18,21
"453",2,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1012.2,1017.2,7,4.6,26.9,43,0,2,2,1,5,18,21
"458",2,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",0,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012.6,1017.6,11,4.5,25.4,42,0,33,31,54,79,86,93
"463",2,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",0,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1012.6,1017.6,11,4.5,25.4,42,0,33,31,54,79,86,93
"468",2,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",0,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1012.6,1017.6,11,4.5,25.4,42,0,33,31,54,79,86,93
"473",2,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",0,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012.6,1017.6,11,4.5,25.4,42,0,33,31,54,79,86,93
"478",2,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1012.6,1017.6,11,4.5,25.4,42,0,33,31,54,79,86,93
"483",2,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",0,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1012.6,1017.6,11,4.5,25.4,42,0,33,31,54,79,86,93
"488",2,"[2016-09-20 10:00:00,2016-09-20 10:20:00)",0,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012.6,1017.6,11,4.5,25.4,42,0,112,111,112,105,99,87
"493",2,"[2016-09-20 10:20:00,2016-09-20 10:40:00)",0,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1012.6,1017.6,11,4.5,25.4,42,0,112,111,112,105,99,87
"498",2,"[2016-09-20 10:40:00,2016-09-20 11:00:00)",0,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1012.6,1017.6,11,4.5,25.4,42,0,112,111,112,105,99,87
"503",2,"[2016-09-20 11:00:00,2016-09-20 11:20:00)",0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1013.7,1018.7,25,1.7,22.1,53,0,112,111,112,105,99,87
"508",2,"[2016-09-20 11:20:00,2016-09-20 11:40:00)",0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.7,1018.7,25,1.7,22.1,53,0,112,111,112,105,99,87
"513",2,"[2016-09-20 11:40:00,2016-09-20 12:00:00)",0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1013.7,1018.7,25,1.7,22.1,53,0,112,111,112,105,99,87
"518",2,"[2016-09-20 12:00:00,2016-09-20 12:20:00)",0,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1013.7,1018.7,25,1.7,22.1,53,0,85,76,80,63,46,55
"523",2,"[2016-09-20 12:20:00,2016-09-20 12:40:00)",0,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.7,1018.7,25,1.7,22.1,53,0,85,76,80,63,46,55
"528",2,"[2016-09-20 12:40:00,2016-09-20 13:00:00)",0,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1013.7,1018.7,25,1.7,22.1,53,0,85,76,80,63,46,55
"533",2,"[2016-09-20 13:00:00,2016-09-20 13:20:00)",0,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1013.7,1018.7,25,1.7,22.1,53,0,85,76,80,63,46,55
"538",2,"[2016-09-20 13:20:00,2016-09-20 13:40:00)",0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1013.7,1018.7,25,1.7,22.1,53,0,85,76,80,63,46,55
"543",2,"[2016-09-20 13:40:00,2016-09-20 14:00:00)",0,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1013.7,1018.7,25,1.7,22.1,53,0,85,76,80,63,46,55
"548",2,"[2016-09-20 14:00:00,2016-09-20 14:20:00)",0,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1014,1019,326,2.2,20.5,65,0,73,88,80,75,96,69
"553",2,"[2016-09-20 14:20:00,2016-09-20 14:40:00)",0,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1014,1019,326,2.2,20.5,65,0,73,88,80,75,96,69
"558",2,"[2016-09-20 14:40:00,2016-09-20 15:00:00)",0,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1014,1019,326,2.2,20.5,65,0,73,88,80,75,96,69
"563",2,"[2016-09-20 15:00:00,2016-09-20 15:20:00)",0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1014,1019,326,2.2,20.5,65,0,73,88,80,75,96,69
