"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__8","hour__9","hour__18","hour__19","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","1","2","3","4","5","6"
"1158",1,"[2016-09-22 08:20:00,2016-09-22 08:40:00)",1,98,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1010.6,1015.6,91,2.6,26.8,57,0,74,85,78,46,40,49
"1163",1,"[2016-09-22 08:40:00,2016-09-22 09:00:00)",1,111,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1010.6,1015.6,91,2.6,26.8,57,0,74,85,78,46,40,49
"1168",1,"[2016-09-22 09:00:00,2016-09-22 09:20:00)",1,123,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1010.6,1015.6,91,2.6,26.8,57,0,74,85,78,46,40,49
"1173",1,"[2016-09-22 09:20:00,2016-09-22 09:40:00)",1,107,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1010.6,1015.6,91,2.6,26.8,57,0,74,85,78,46,40,49
"1178",1,"[2016-09-22 09:40:00,2016-09-22 10:00:00)",1,110,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1010.6,1015.6,91,2.6,26.8,57,0,74,85,78,46,40,49
"1303",1,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",1,81,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1011.6,1016.5,33,1.1,21.9,84,0,106,98,111,123,107,110
"1308",1,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",1,83,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1011.6,1016.5,33,1.1,21.9,84,0,106,98,111,123,107,110
"1313",1,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",1,88,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1011.6,1016.5,33,1.1,21.9,84,0,106,98,111,123,107,110
"1318",1,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",1,41,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1011.6,1016.5,33,1.1,21.9,84,0,106,98,111,123,107,110
"1323",1,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",1,47,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1011.6,1016.5,33,1.1,21.9,84,0,106,98,111,123,107,110
"1328",1,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",1,43,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1011.6,1016.5,33,1.1,21.9,84,0,106,98,111,123,107,110
"1502",1,"[2016-09-23 08:00:00,2016-09-23 08:20:00)",1,110,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1008.2,1013.2,96,4.5,27.2,61,0,81,83,88,41,47,43
"1507",1,"[2016-09-23 08:20:00,2016-09-23 08:40:00)",1,127,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1008.2,1013.2,96,4.5,27.2,61,0,81,83,88,41,47,43
"1512",1,"[2016-09-23 08:40:00,2016-09-23 09:00:00)",1,112,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1008.2,1013.2,96,4.5,27.2,61,0,81,83,88,41,47,43
"1517",1,"[2016-09-23 09:00:00,2016-09-23 09:20:00)",1,129,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1008.2,1013.2,96,4.5,27.2,61,0,81,83,88,41,47,43
"1522",1,"[2016-09-23 09:20:00,2016-09-23 09:40:00)",1,107,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1008.2,1013.2,96,4.5,27.2,61,0,81,83,88,41,47,43
"1527",1,"[2016-09-23 09:40:00,2016-09-23 10:00:00)",1,105,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1008.2,1013.2,96,4.5,27.2,61,0,81,83,88,41,47,43
"1652",1,"[2016-09-23 18:00:00,2016-09-23 18:20:00)",1,93,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1008.8,1013.7,317,1.8,21.4,88,0,110,127,112,129,107,105
"1657",1,"[2016-09-23 18:20:00,2016-09-23 18:40:00)",1,96,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1008.8,1013.7,317,1.8,21.4,88,0,110,127,112,129,107,105
"1662",1,"[2016-09-23 18:40:00,2016-09-23 19:00:00)",1,108,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1008.8,1013.7,317,1.8,21.4,88,0,110,127,112,129,107,105
"1667",1,"[2016-09-23 19:00:00,2016-09-23 19:20:00)",1,53,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1008.8,1013.7,317,1.8,21.4,88,0,110,127,112,129,107,105
"1672",1,"[2016-09-23 19:20:00,2016-09-23 19:40:00)",1,61,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.8,1013.7,317,1.8,21.4,88,0,110,127,112,129,107,105
"1677",1,"[2016-09-23 19:40:00,2016-09-23 20:00:00)",1,56,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.8,1013.7,317,1.8,21.4,88,0,110,127,112,129,107,105
"1853",1,"[2016-09-24 08:00:00,2016-09-24 08:20:00)",1,95,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1006.3,1011.2,78,5.2,27.8,64,0,93,96,108,53,61,56
"1858",1,"[2016-09-24 08:20:00,2016-09-24 08:40:00)",1,101,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1006.3,1011.2,78,5.2,27.8,64,0,93,96,108,53,61,56
"1863",1,"[2016-09-24 08:40:00,2016-09-24 09:00:00)",1,102,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1006.3,1011.2,78,5.2,27.8,64,0,93,96,108,53,61,56
"1868",1,"[2016-09-24 09:00:00,2016-09-24 09:20:00)",1,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1006.3,1011.2,78,5.2,27.8,64,0,93,96,108,53,61,56
"1873",1,"[2016-09-24 09:20:00,2016-09-24 09:40:00)",1,86,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1006.3,1011.2,78,5.2,27.8,64,0,93,96,108,53,61,56
"1878",1,"[2016-09-24 09:40:00,2016-09-24 10:00:00)",1,78,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1006.3,1011.2,78,5.2,27.8,64,0,93,96,108,53,61,56
"2003",1,"[2016-09-24 18:00:00,2016-09-24 18:20:00)",1,78,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1007.1,1012,325,1.4,21.9,91,0,95,101,102,82,86,78
"2008",1,"[2016-09-24 18:20:00,2016-09-24 18:40:00)",1,75,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1007.1,1012,325,1.4,21.9,91,0,95,101,102,82,86,78
"2012",1,"[2016-09-24 18:40:00,2016-09-24 19:00:00)",1,59,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1007.1,1012,325,1.4,21.9,91,0,95,101,102,82,86,78
"2017",1,"[2016-09-24 19:00:00,2016-09-24 19:20:00)",1,50,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1007.1,1012,325,1.4,21.9,91,0,95,101,102,82,86,78
"2021",1,"[2016-09-24 19:20:00,2016-09-24 19:40:00)",1,46,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1007.1,1012,325,1.4,21.9,91,0,95,101,102,82,86,78
"2026",1,"[2016-09-24 19:40:00,2016-09-24 20:00:00)",1,51,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1007.1,1012,325,1.4,21.9,91,0,95,101,102,82,86,78
"2200",1,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",1,98,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1006.6,1011.5,57,2.8,28.9,57,0,78,75,59,50,46,51
"2205",1,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",1,96,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1006.6,1011.5,57,2.8,28.9,57,0,78,75,59,50,46,51
"2210",1,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",1,105,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1006.6,1011.5,57,2.8,28.9,57,0,78,75,59,50,46,51
"2215",1,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",1,108,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1006.6,1011.5,57,2.8,28.9,57,0,78,75,59,50,46,51
"2220",1,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",1,103,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1006.6,1011.5,57,2.8,28.9,57,0,78,75,59,50,46,51
"2225",1,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",1,95,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1006.6,1011.5,57,2.8,28.9,57,0,78,75,59,50,46,51
"2350",1,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",1,69,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0,98,96,105,108,103,95
"2355",1,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",1,61,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0,98,96,105,108,103,95
"2360",1,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",1,62,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0,98,96,105,108,103,95
"2365",1,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",1,51,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1007.2,1012.1,11,0.9,22.8,87,0,98,96,105,108,103,95
"2370",1,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",1,52,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0,98,96,105,108,103,95
"2375",1,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",1,62,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0,98,96,105,108,103,95
"2547",1,"[2016-09-26 08:00:00,2016-09-26 08:20:00)",1,125,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0,69,61,62,51,52,62
"2552",1,"[2016-09-26 08:20:00,2016-09-26 08:40:00)",1,91,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,69,61,62,51,52,62
"2557",1,"[2016-09-26 08:40:00,2016-09-26 09:00:00)",1,116,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,69,61,62,51,52,62
"2562",1,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",1,120,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1005.6,1010.5,81,2.6,28.9,66,0,69,61,62,51,52,62
"2567",1,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",1,130,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,69,61,62,51,52,62
"2572",1,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",1,102,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,69,61,62,51,52,62
"2697",1,"[2016-09-26 18:00:00,2016-09-26 18:20:00)",1,74,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,125,91,116,120,130,102
"2702",1,"[2016-09-26 18:20:00,2016-09-26 18:40:00)",1,85,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,125,91,116,120,130,102
"2707",1,"[2016-09-26 18:40:00,2016-09-26 19:00:00)",1,54,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,125,91,116,120,130,102
"2712",1,"[2016-09-26 19:00:00,2016-09-26 19:20:00)",1,50,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1005.7,1010.6,46,1.3,24.7,92,0,125,91,116,120,130,102
"2717",1,"[2016-09-26 19:20:00,2016-09-26 19:40:00)",1,55,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,125,91,116,120,130,102
"2722",1,"[2016-09-26 19:40:00,2016-09-26 20:00:00)",1,47,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,125,91,116,120,130,102
"2898",1,"[2016-09-27 08:00:00,2016-09-27 08:20:00)",1,118,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0,74,85,54,50,55,47
"2903",1,"[2016-09-27 08:20:00,2016-09-27 08:40:00)",1,116,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,74,85,54,50,55,47
"2908",1,"[2016-09-27 08:40:00,2016-09-27 09:00:00)",1,125,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,74,85,54,50,55,47
"2913",1,"[2016-09-27 09:00:00,2016-09-27 09:20:00)",1,129,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1004.6,1009.5,104,4.2,28.7,72,0,74,85,54,50,55,47
"2918",1,"[2016-09-27 09:20:00,2016-09-27 09:40:00)",1,97,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,74,85,54,50,55,47
"2923",1,"[2016-09-27 09:40:00,2016-09-27 10:00:00)",1,73,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,74,85,54,50,55,47
"3048",1,"[2016-09-27 18:00:00,2016-09-27 18:20:00)",1,76,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,118,116,125,129,97,73
"3053",1,"[2016-09-27 18:20:00,2016-09-27 18:40:00)",1,85,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,118,116,125,129,97,73
"3058",1,"[2016-09-27 18:40:00,2016-09-27 19:00:00)",1,64,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1004.2,1009.1,56,1.7,26.2,95,1.2,118,116,125,129,97,73
"3063",1,"[2016-09-27 19:00:00,2016-09-27 19:20:00)",1,45,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,118,116,125,129,97,73
"3068",1,"[2016-09-27 19:20:00,2016-09-27 19:40:00)",1,50,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,118,116,125,129,97,73
"3073",1,"[2016-09-27 19:40:00,2016-09-27 20:00:00)",1,31,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1004.2,1009.1,56,1.7,26.2,95,1.2,118,116,125,129,97,73
"3248",1,"[2016-09-28 08:00:00,2016-09-28 08:20:00)",1,95,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1004.2,1009.1,53,5.1,24.7,93,1.3,76,85,64,45,50,31
"3253",1,"[2016-09-28 08:20:00,2016-09-28 08:40:00)",1,105,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1004.2,1009.1,53,5.1,24.7,93,1.3,76,85,64,45,50,31
"3258",1,"[2016-09-28 08:40:00,2016-09-28 09:00:00)",1,118,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1004.2,1009.1,53,5.1,24.7,93,1.3,76,85,64,45,50,31
"3263",1,"[2016-09-28 09:00:00,2016-09-28 09:20:00)",1,94,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1004.2,1009.1,53,5.1,24.7,93,1.3,76,85,64,45,50,31
"3268",1,"[2016-09-28 09:20:00,2016-09-28 09:40:00)",1,109,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1004.2,1009.1,53,5.1,24.7,93,1.3,76,85,64,45,50,31
"3273",1,"[2016-09-28 09:40:00,2016-09-28 10:00:00)",1,103,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1004.2,1009.1,53,5.1,24.7,93,1.3,76,85,64,45,50,31
"3398",1,"[2016-09-28 18:00:00,2016-09-28 18:20:00)",1,80,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1005.6,1010.5,38,5.5,22,94,1.2,95,105,118,94,109,103
"3403",1,"[2016-09-28 18:20:00,2016-09-28 18:40:00)",1,69,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1005.6,1010.5,38,5.5,22,94,1.2,95,105,118,94,109,103
"3408",1,"[2016-09-28 18:40:00,2016-09-28 19:00:00)",1,64,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1005.6,1010.5,38,5.5,22,94,1.2,95,105,118,94,109,103
"3413",1,"[2016-09-28 19:00:00,2016-09-28 19:20:00)",1,39,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1005.6,1010.5,38,5.5,22,94,1.2,95,105,118,94,109,103
"3418",1,"[2016-09-28 19:20:00,2016-09-28 19:40:00)",1,39,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1005.6,1010.5,38,5.5,22,94,1.2,95,105,118,94,109,103
"3423",1,"[2016-09-28 19:40:00,2016-09-28 20:00:00)",1,40,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1005.6,1010.5,38,5.5,22,94,1.2,95,105,118,94,109,103
"3595",1,"[2016-09-29 08:00:00,2016-09-29 08:20:00)",1,97,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1006.4,1011.4,356,4,20.6,96,1.4,80,69,64,39,39,40
"3600",1,"[2016-09-29 08:20:00,2016-09-29 08:40:00)",1,102,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1006.4,1011.4,356,4,20.6,96,1.4,80,69,64,39,39,40
"3605",1,"[2016-09-29 08:40:00,2016-09-29 09:00:00)",1,122,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1006.4,1011.4,356,4,20.6,96,1.4,80,69,64,39,39,40
"3610",1,"[2016-09-29 09:00:00,2016-09-29 09:20:00)",1,97,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1006.4,1011.4,356,4,20.6,96,1.4,80,69,64,39,39,40
"3615",1,"[2016-09-29 09:20:00,2016-09-29 09:40:00)",1,113,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1006.4,1011.4,356,4,20.6,96,1.4,80,69,64,39,39,40
"3620",1,"[2016-09-29 09:40:00,2016-09-29 10:00:00)",1,83,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1006.4,1011.4,356,4,20.6,96,1.4,80,69,64,39,39,40
"3745",1,"[2016-09-29 18:00:00,2016-09-29 18:20:00)",1,77,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,97,102,122,97,113,83
"3750",1,"[2016-09-29 18:20:00,2016-09-29 18:40:00)",1,70,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,97,102,122,97,113,83
"3755",1,"[2016-09-29 18:40:00,2016-09-29 19:00:00)",1,87,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1006.4,1011.4,354,1.8,19.6,97,0.2,97,102,122,97,113,83
"3760",1,"[2016-09-29 19:00:00,2016-09-29 19:20:00)",1,49,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,97,102,122,97,113,83
