tollgate_id,time_window,direction,volume,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,hour__0,hour__1,hour__2,hour__3,hour__4,hour__5,hour__6,hour__7,hour__8,hour__9,hour__10,hour__11,hour__12,hour__13,hour__14,hour__15,hour__16,hour__17,hour__18,hour__19,hour__20,hour__21,hour__22,hour__23,0,20,40,holiday,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1013.0,1018.0,205.0,0.6,20.9,94.0,1.8
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1012.1,1017.1,125.0,2.3,20.0,96.0,1.3
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1010.9,1015.9,96.0,1.8,20.5,95.0,0.2
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1010.1,1015.1,325.0,0.5,20.7,97.0,0.1
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1010.1,1015.1,325.0,0.5,20.7,97.0,0.1
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1010.1,1015.1,325.0,0.5,20.7,97.0,0.1
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1010.1,1015.1,325.0,0.5,20.7,97.0,0.1
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1010.1,1015.1,325.0,0.5,20.7,97.0,0.1
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1010.1,1015.1,325.0,0.5,20.7,97.0,0.1
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1010.1,1015.1,325.0,0.5,20.7,97.0,0.1
2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1010.1,1015.1,325.0,0.5,20.7,97.0,0.1
