,time_window,volume,hour__6,hour__7,hour__8,hour__9,hour__15,hour__16,hour__17,hour__18
986,"[2016-10-02 17:00:00,2016-10-02 17:20:00)",166,0,0,0,0,0,0,1,0
987,"[2016-10-02 17:20:00,2016-10-02 17:40:00)",132,0,0,0,0,0,0,1,0
988,"[2016-10-02 17:40:00,2016-10-02 18:00:00)",108,0,0,0,0,0,0,1,0
989,"[2016-10-02 18:00:00,2016-10-02 18:20:00)",97,0,0,0,0,0,0,0,1
990,"[2016-10-02 18:20:00,2016-10-02 18:40:00)",116,0,0,0,0,0,0,0,1
991,"[2016-10-02 18:40:00,2016-10-02 19:00:00)",77,0,0,0,0,0,0,0,1
1411,"[2016-10-08 15:00:00,2016-10-08 15:20:00)",44,0,0,0,0,1,0,0,0
1412,"[2016-10-08 15:20:00,2016-10-08 15:40:00)",42,0,0,0,0,1,0,0,0
1413,"[2016-10-08 15:40:00,2016-10-08 16:00:00)",40,0,0,0,0,1,0,0,0
1414,"[2016-10-08 16:00:00,2016-10-08 16:20:00)",49,0,0,0,0,0,1,0,0
1415,"[2016-10-08 16:20:00,2016-10-08 16:40:00)",44,0,0,0,0,0,1,0,0
1416,"[2016-10-08 16:40:00,2016-10-08 17:00:00)",36,0,0,0,0,0,1,0,0
1417,"[2016-10-08 17:00:00,2016-10-08 17:20:00)",37,0,0,0,0,0,0,1,0
1418,"[2016-10-08 17:20:00,2016-10-08 17:40:00)",23,0,0,0,0,0,0,1,0
1419,"[2016-10-08 17:40:00,2016-10-08 18:00:00)",26,0,0,0,0,0,0,1,0
1420,"[2016-10-08 18:00:00,2016-10-08 18:20:00)",20,0,0,0,0,0,0,0,1
1421,"[2016-10-08 18:20:00,2016-10-08 18:40:00)",28,0,0,0,0,0,0,0,1
1422,"[2016-10-08 18:40:00,2016-10-08 19:00:00)",20,0,0,0,0,0,0,0,1
1482,"[2016-10-09 15:00:00,2016-10-09 15:20:00)",49,0,0,0,0,1,0,0,0
1483,"[2016-10-09 15:20:00,2016-10-09 15:40:00)",40,0,0,0,0,1,0,0,0
1484,"[2016-10-09 15:40:00,2016-10-09 16:00:00)",48,0,0,0,0,1,0,0,0
1485,"[2016-10-09 16:00:00,2016-10-09 16:20:00)",35,0,0,0,0,0,1,0,0
1486,"[2016-10-09 16:20:00,2016-10-09 16:40:00)",42,0,0,0,0,0,1,0,0
1487,"[2016-10-09 16:40:00,2016-10-09 17:00:00)",38,0,0,0,0,0,1,0,0
1488,"[2016-10-09 17:00:00,2016-10-09 17:20:00)",33,0,0,0,0,0,0,1,0
1489,"[2016-10-09 17:20:00,2016-10-09 17:40:00)",28,0,0,0,0,0,0,1,0
1490,"[2016-10-09 17:40:00,2016-10-09 18:00:00)",32,0,0,0,0,0,0,1,0
1491,"[2016-10-09 18:00:00,2016-10-09 18:20:00)",20,0,0,0,0,0,0,0,1
1492,"[2016-10-09 18:20:00,2016-10-09 18:40:00)",29,0,0,0,0,0,0,0,1
1493,"[2016-10-09 18:40:00,2016-10-09 19:00:00)",23,0,0,0,0,0,0,0,1
1553,"[2016-10-10 15:00:00,2016-10-10 15:20:00)",46,0,0,0,0,1,0,0,0
1554,"[2016-10-10 15:20:00,2016-10-10 15:40:00)",36,0,0,0,0,1,0,0,0
1555,"[2016-10-10 15:40:00,2016-10-10 16:00:00)",56,0,0,0,0,1,0,0,0
1556,"[2016-10-10 16:00:00,2016-10-10 16:20:00)",42,0,0,0,0,0,1,0,0
1557,"[2016-10-10 16:20:00,2016-10-10 16:40:00)",45,0,0,0,0,0,1,0,0
1558,"[2016-10-10 16:40:00,2016-10-10 17:00:00)",28,0,0,0,0,0,1,0,0
1559,"[2016-10-10 17:00:00,2016-10-10 17:20:00)",41,0,0,0,0,0,0,1,0
1560,"[2016-10-10 17:20:00,2016-10-10 17:40:00)",22,0,0,0,0,0,0,1,0
1561,"[2016-10-10 17:40:00,2016-10-10 18:00:00)",16,0,0,0,0,0,0,1,0
1562,"[2016-10-10 18:00:00,2016-10-10 18:20:00)",20,0,0,0,0,0,0,0,1
1563,"[2016-10-10 18:20:00,2016-10-10 18:40:00)",28,0,0,0,0,0,0,0,1
1564,"[2016-10-10 18:40:00,2016-10-10 19:00:00)",23,0,0,0,0,0,0,0,1
1625,"[2016-10-11 15:00:00,2016-10-11 15:20:00)",43,0,0,0,0,1,0,0,0
1626,"[2016-10-11 15:20:00,2016-10-11 15:40:00)",57,0,0,0,0,1,0,0,0
1627,"[2016-10-11 15:40:00,2016-10-11 16:00:00)",39,0,0,0,0,1,0,0,0
1628,"[2016-10-11 16:00:00,2016-10-11 16:20:00)",52,0,0,0,0,0,1,0,0
1629,"[2016-10-11 16:20:00,2016-10-11 16:40:00)",45,0,0,0,0,0,1,0,0
1630,"[2016-10-11 16:40:00,2016-10-11 17:00:00)",42,0,0,0,0,0,1,0,0
1631,"[2016-10-11 17:00:00,2016-10-11 17:20:00)",39,0,0,0,0,0,0,1,0
1632,"[2016-10-11 17:20:00,2016-10-11 17:40:00)",30,0,0,0,0,0,0,1,0
1633,"[2016-10-11 17:40:00,2016-10-11 18:00:00)",24,0,0,0,0,0,0,1,0
1634,"[2016-10-11 18:00:00,2016-10-11 18:20:00)",27,0,0,0,0,0,0,0,1
1635,"[2016-10-11 18:20:00,2016-10-11 18:40:00)",33,0,0,0,0,0,0,0,1
1636,"[2016-10-11 18:40:00,2016-10-11 19:00:00)",25,0,0,0,0,0,0,0,1
1697,"[2016-10-12 15:00:00,2016-10-12 15:20:00)",41,0,0,0,0,1,0,0,0
1698,"[2016-10-12 15:20:00,2016-10-12 15:40:00)",43,0,0,0,0,1,0,0,0
1699,"[2016-10-12 15:40:00,2016-10-12 16:00:00)",52,0,0,0,0,1,0,0,0
1700,"[2016-10-12 16:00:00,2016-10-12 16:20:00)",41,0,0,0,0,0,1,0,0
1701,"[2016-10-12 16:20:00,2016-10-12 16:40:00)",42,0,0,0,0,0,1,0,0
1702,"[2016-10-12 16:40:00,2016-10-12 17:00:00)",48,0,0,0,0,0,1,0,0
1703,"[2016-10-12 17:00:00,2016-10-12 17:20:00)",42,0,0,0,0,0,0,1,0
1704,"[2016-10-12 17:20:00,2016-10-12 17:40:00)",26,0,0,0,0,0,0,1,0
1705,"[2016-10-12 17:40:00,2016-10-12 18:00:00)",26,0,0,0,0,0,0,1,0
1706,"[2016-10-12 18:00:00,2016-10-12 18:20:00)",29,0,0,0,0,0,0,0,1
1707,"[2016-10-12 18:20:00,2016-10-12 18:40:00)",25,0,0,0,0,0,0,0,1
1708,"[2016-10-12 18:40:00,2016-10-12 19:00:00)",21,0,0,0,0,0,0,0,1
1769,"[2016-10-13 15:00:00,2016-10-13 15:20:00)",48,0,0,0,0,1,0,0,0
1770,"[2016-10-13 15:20:00,2016-10-13 15:40:00)",43,0,0,0,0,1,0,0,0
1771,"[2016-10-13 15:40:00,2016-10-13 16:00:00)",33,0,0,0,0,1,0,0,0
1772,"[2016-10-13 16:00:00,2016-10-13 16:20:00)",44,0,0,0,0,0,1,0,0
1773,"[2016-10-13 16:20:00,2016-10-13 16:40:00)",48,0,0,0,0,0,1,0,0
1774,"[2016-10-13 16:40:00,2016-10-13 17:00:00)",50,0,0,0,0,0,1,0,0
1775,"[2016-10-13 17:00:00,2016-10-13 17:20:00)",54,0,0,0,0,0,0,1,0
1776,"[2016-10-13 17:20:00,2016-10-13 17:40:00)",45,0,0,0,0,0,0,1,0
1777,"[2016-10-13 17:40:00,2016-10-13 18:00:00)",39,0,0,0,0,0,0,1,0
1778,"[2016-10-13 18:00:00,2016-10-13 18:20:00)",34,0,0,0,0,0,0,0,1
1779,"[2016-10-13 18:20:00,2016-10-13 18:40:00)",33,0,0,0,0,0,0,0,1
1780,"[2016-10-13 18:40:00,2016-10-13 19:00:00)",23,0,0,0,0,0,0,0,1
1841,"[2016-10-14 15:00:00,2016-10-14 15:20:00)",76,0,0,0,0,1,0,0,0
1842,"[2016-10-14 15:20:00,2016-10-14 15:40:00)",66,0,0,0,0,1,0,0,0
1843,"[2016-10-14 15:40:00,2016-10-14 16:00:00)",70,0,0,0,0,1,0,0,0
1844,"[2016-10-14 16:00:00,2016-10-14 16:20:00)",63,0,0,0,0,0,1,0,0
1845,"[2016-10-14 16:20:00,2016-10-14 16:40:00)",71,0,0,0,0,0,1,0,0
1846,"[2016-10-14 16:40:00,2016-10-14 17:00:00)",62,0,0,0,0,0,1,0,0
1847,"[2016-10-14 17:00:00,2016-10-14 17:20:00)",44,0,0,0,0,0,0,1,0
1848,"[2016-10-14 17:20:00,2016-10-14 17:40:00)",47,0,0,0,0,0,0,1,0
1849,"[2016-10-14 17:40:00,2016-10-14 18:00:00)",39,0,0,0,0,0,0,1,0
1850,"[2016-10-14 18:00:00,2016-10-14 18:20:00)",35,0,0,0,0,0,0,0,1
1851,"[2016-10-14 18:20:00,2016-10-14 18:40:00)",30,0,0,0,0,0,0,0,1
1852,"[2016-10-14 18:40:00,2016-10-14 19:00:00)",43,0,0,0,0,0,0,0,1
1913,"[2016-10-15 15:00:00,2016-10-15 15:20:00)",37,0,0,0,0,1,0,0,0
1914,"[2016-10-15 15:20:00,2016-10-15 15:40:00)",59,0,0,0,0,1,0,0,0
1915,"[2016-10-15 15:40:00,2016-10-15 16:00:00)",57,0,0,0,0,1,0,0,0
1916,"[2016-10-15 16:00:00,2016-10-15 16:20:00)",57,0,0,0,0,0,1,0,0
1917,"[2016-10-15 16:20:00,2016-10-15 16:40:00)",66,0,0,0,0,0,1,0,0
1918,"[2016-10-15 16:40:00,2016-10-15 17:00:00)",64,0,0,0,0,0,1,0,0
1919,"[2016-10-15 17:00:00,2016-10-15 17:20:00)",66,0,0,0,0,0,0,1,0
1920,"[2016-10-15 17:20:00,2016-10-15 17:40:00)",55,0,0,0,0,0,0,1,0
1921,"[2016-10-15 17:40:00,2016-10-15 18:00:00)",32,0,0,0,0,0,0,1,0
1922,"[2016-10-15 18:00:00,2016-10-15 18:20:00)",33,0,0,0,0,0,0,0,1
1923,"[2016-10-15 18:20:00,2016-10-15 18:40:00)",30,0,0,0,0,0,0,0,1
1924,"[2016-10-15 18:40:00,2016-10-15 19:00:00)",29,0,0,0,0,0,0,0,1
1985,"[2016-10-16 15:00:00,2016-10-16 15:20:00)",58,0,0,0,0,1,0,0,0
1986,"[2016-10-16 15:20:00,2016-10-16 15:40:00)",65,0,0,0,0,1,0,0,0
1987,"[2016-10-16 15:40:00,2016-10-16 16:00:00)",78,0,0,0,0,1,0,0,0
1988,"[2016-10-16 16:00:00,2016-10-16 16:20:00)",69,0,0,0,0,0,1,0,0
1989,"[2016-10-16 16:20:00,2016-10-16 16:40:00)",65,0,0,0,0,0,1,0,0
1990,"[2016-10-16 16:40:00,2016-10-16 17:00:00)",69,0,0,0,0,0,1,0,0
1991,"[2016-10-16 17:00:00,2016-10-16 17:20:00)",70,0,0,0,0,0,0,1,0
1992,"[2016-10-16 17:20:00,2016-10-16 17:40:00)",59,0,0,0,0,0,0,1,0
1993,"[2016-10-16 17:40:00,2016-10-16 18:00:00)",37,0,0,0,0,0,0,1,0
1994,"[2016-10-16 18:00:00,2016-10-16 18:20:00)",39,0,0,0,0,0,0,0,1
1995,"[2016-10-16 18:20:00,2016-10-16 18:40:00)",41,0,0,0,0,0,0,0,1
1996,"[2016-10-16 18:40:00,2016-10-16 19:00:00)",38,0,0,0,0,0,0,0,1
2057,"[2016-10-17 15:00:00,2016-10-17 15:20:00)",46,0,0,0,0,1,0,0,0
2058,"[2016-10-17 15:20:00,2016-10-17 15:40:00)",47,0,0,0,0,1,0,0,0
2059,"[2016-10-17 15:40:00,2016-10-17 16:00:00)",35,0,0,0,0,1,0,0,0
2060,"[2016-10-17 16:00:00,2016-10-17 16:20:00)",63,0,0,0,0,0,1,0,0
2061,"[2016-10-17 16:20:00,2016-10-17 16:40:00)",56,0,0,0,0,0,1,0,0
