,tollgate_id,time_window,direction,volume,time,date,hour,weekday,nummin
24,3,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",1,4,2016-09-19 01:40:00,2016-09-19,01:40:00,0,6
25,3,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0,11,2016-09-19 01:40:00,2016-09-19,01:40:00,0,6
26,2,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0,2,2016-09-19 01:40:00,2016-09-19,01:40:00,0,6
27,1,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",1,7,2016-09-19 02:00:00,2016-09-19,02:00:00,0,7
28,1,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0,7,2016-09-19 02:00:00,2016-09-19,02:00:00,0,7
29,3,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",1,5,2016-09-19 02:00:00,2016-09-19,02:00:00,0,7
30,3,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0,11,2016-09-19 02:00:00,2016-09-19,02:00:00,0,7
31,1,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",1,7,2016-09-19 02:20:00,2016-09-19,02:20:00,0,8
32,1,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0,10,2016-09-19 02:20:00,2016-09-19,02:20:00,0,8
33,3,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",1,4,2016-09-19 02:20:00,2016-09-19,02:20:00,0,8
34,3,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0,14,2016-09-19 02:20:00,2016-09-19,02:20:00,0,8
35,1,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1,10,2016-09-19 02:40:00,2016-09-19,02:40:00,0,9
36,1,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0,6,2016-09-19 02:40:00,2016-09-19,02:40:00,0,9
37,3,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0,18,2016-09-19 02:40:00,2016-09-19,02:40:00,0,9
38,1,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1,10,2016-09-19 03:00:00,2016-09-19,03:00:00,0,10
39,1,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0,9,2016-09-19 03:00:00,2016-09-19,03:00:00,0,10
40,3,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1,5,2016-09-19 03:00:00,2016-09-19,03:00:00,0,10
41,3,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0,10,2016-09-19 03:00:00,2016-09-19,03:00:00,0,10
42,1,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1,14,2016-09-19 03:20:00,2016-09-19,03:20:00,0,11
43,1,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0,4,2016-09-19 03:20:00,2016-09-19,03:20:00,0,11
44,3,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1,3,2016-09-19 03:20:00,2016-09-19,03:20:00,0,11
45,3,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0,10,2016-09-19 03:20:00,2016-09-19,03:20:00,0,11
46,1,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1,20,2016-09-19 03:40:00,2016-09-19,03:40:00,0,12
47,1,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0,9,2016-09-19 03:40:00,2016-09-19,03:40:00,0,12
48,3,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1,10,2016-09-19 03:40:00,2016-09-19,03:40:00,0,12
49,3,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0,9,2016-09-19 03:40:00,2016-09-19,03:40:00,0,12
50,1,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1,18,2016-09-19 04:00:00,2016-09-19,04:00:00,0,13
51,1,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0,10,2016-09-19 04:00:00,2016-09-19,04:00:00,0,13
52,3,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1,4,2016-09-19 04:00:00,2016-09-19,04:00:00,0,13
53,3,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0,11,2016-09-19 04:00:00,2016-09-19,04:00:00,0,13
54,1,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1,17,2016-09-19 04:20:00,2016-09-19,04:20:00,0,14
55,1,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0,13,2016-09-19 04:20:00,2016-09-19,04:20:00,0,14
56,3,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1,7,2016-09-19 04:20:00,2016-09-19,04:20:00,0,14
57,3,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0,8,2016-09-19 04:20:00,2016-09-19,04:20:00,0,14
58,1,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1,23,2016-09-19 04:40:00,2016-09-19,04:40:00,0,15
59,1,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0,12,2016-09-19 04:40:00,2016-09-19,04:40:00,0,15
60,3,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1,3,2016-09-19 04:40:00,2016-09-19,04:40:00,0,15
61,3,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0,10,2016-09-19 04:40:00,2016-09-19,04:40:00,0,15
62,1,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1,28,2016-09-19 05:00:00,2016-09-19,05:00:00,0,16
63,1,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,2,2016-09-19 05:00:00,2016-09-19,05:00:00,0,16
64,3,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1,11,2016-09-19 05:00:00,2016-09-19,05:00:00,0,16
65,3,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,9,2016-09-19 05:00:00,2016-09-19,05:00:00,0,16
66,2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,14,2016-09-19 05:00:00,2016-09-19,05:00:00,0,16
67,1,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1,24,2016-09-19 05:20:00,2016-09-19,05:20:00,0,17
68,1,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,8,2016-09-19 05:20:00,2016-09-19,05:20:00,0,17
69,3,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1,7,2016-09-19 05:20:00,2016-09-19,05:20:00,0,17
70,3,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,14,2016-09-19 05:20:00,2016-09-19,05:20:00,0,17
71,2,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,12,2016-09-19 05:20:00,2016-09-19,05:20:00,0,17
72,1,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1,34,2016-09-19 05:40:00,2016-09-19,05:40:00,0,18
73,1,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,13,2016-09-19 05:40:00,2016-09-19,05:40:00,0,18
74,3,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1,13,2016-09-19 05:40:00,2016-09-19,05:40:00,0,18
75,3,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,27,2016-09-19 05:40:00,2016-09-19,05:40:00,0,18
76,2,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,21,2016-09-19 05:40:00,2016-09-19,05:40:00,0,18
77,1,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1,39,2016-09-19 06:00:00,2016-09-19,06:00:00,0,19
78,1,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,8,2016-09-19 06:00:00,2016-09-19,06:00:00,0,19
79,3,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1,30,2016-09-19 06:00:00,2016-09-19,06:00:00,0,19
80,3,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,39,2016-09-19 06:00:00,2016-09-19,06:00:00,0,19
81,2,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,30,2016-09-19 06:00:00,2016-09-19,06:00:00,0,19
82,1,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1,57,2016-09-19 06:20:00,2016-09-19,06:20:00,0,20
83,1,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,13,2016-09-19 06:20:00,2016-09-19,06:20:00,0,20
84,3,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1,38,2016-09-19 06:20:00,2016-09-19,06:20:00,0,20
85,3,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,58,2016-09-19 06:20:00,2016-09-19,06:20:00,0,20
86,2,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,36,2016-09-19 06:20:00,2016-09-19,06:20:00,0,20
87,1,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1,72,2016-09-19 06:40:00,2016-09-19,06:40:00,0,21
88,1,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,32,2016-09-19 06:40:00,2016-09-19,06:40:00,0,21
89,3,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1,65,2016-09-19 06:40:00,2016-09-19,06:40:00,0,21
90,3,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,71,2016-09-19 06:40:00,2016-09-19,06:40:00,0,21
91,2,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,37,2016-09-19 06:40:00,2016-09-19,06:40:00,0,21
92,1,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1,70,2016-09-19 07:00:00,2016-09-19,07:00:00,0,22
93,1,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,39,2016-09-19 07:00:00,2016-09-19,07:00:00,0,22
94,3,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1,67,2016-09-19 07:00:00,2016-09-19,07:00:00,0,22
95,3,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,127,2016-09-19 07:00:00,2016-09-19,07:00:00,0,22
96,2,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,84,2016-09-19 07:00:00,2016-09-19,07:00:00,0,22
97,1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1,83,2016-09-19 07:20:00,2016-09-19,07:20:00,0,23
98,1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,31,2016-09-19 07:20:00,2016-09-19,07:20:00,0,23
99,3,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1,71,2016-09-19 07:20:00,2016-09-19,07:20:00,0,23
100,3,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,123,2016-09-19 07:20:00,2016-09-19,07:20:00,0,23
101,2,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,80,2016-09-19 07:20:00,2016-09-19,07:20:00,0,23
102,1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1,118,2016-09-19 07:40:00,2016-09-19,07:40:00,0,24
103,1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,43,2016-09-19 07:40:00,2016-09-19,07:40:00,0,24
104,3,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1,103,2016-09-19 07:40:00,2016-09-19,07:40:00,0,24
105,3,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,153,2016-09-19 07:40:00,2016-09-19,07:40:00,0,24
106,2,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,97,2016-09-19 07:40:00,2016-09-19,07:40:00,0,24
107,1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1,123,2016-09-19 08:00:00,2016-09-19,08:00:00,0,25
108,1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,46,2016-09-19 08:00:00,2016-09-19,08:00:00,0,25
109,3,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1,118,2016-09-19 08:00:00,2016-09-19,08:00:00,0,25
110,3,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,161,2016-09-19 08:00:00,2016-09-19,08:00:00,0,25
111,2,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,129,2016-09-19 08:00:00,2016-09-19,08:00:00,0,25
112,1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1,119,2016-09-19 08:20:00,2016-09-19,08:20:00,0,26
113,1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,56,2016-09-19 08:20:00,2016-09-19,08:20:00,0,26
114,3,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1,168,2016-09-19 08:20:00,2016-09-19,08:20:00,0,26
115,3,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,167,2016-09-19 08:20:00,2016-09-19,08:20:00,0,26
116,2,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,122,2016-09-19 08:20:00,2016-09-19,08:20:00,0,26
117,1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1,116,2016-09-19 08:40:00,2016-09-19,08:40:00,0,27
118,1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,41,2016-09-19 08:40:00,2016-09-19,08:40:00,0,27
119,3,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1,161,2016-09-19 08:40:00,2016-09-19,08:40:00,0,27
120,3,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,138,2016-09-19 08:40:00,2016-09-19,08:40:00,0,27
121,2,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,98,2016-09-19 08:40:00,2016-09-19,08:40:00,0,27
122,1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1,120,2016-09-19 09:00:00,2016-09-19,09:00:00,0,28
123,1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,50,2016-09-19 09:00:00,2016-09-19,09:00:00,0,28
124,3,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1,145,2016-09-19 09:00:00,2016-09-19,09:00:00,0,28
125,3,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,174,2016-09-19 09:00:00,2016-09-19,09:00:00,0,28
126,2,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,89,2016-09-19 09:00:00,2016-09-19,09:00:00,0,28
127,1,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1,151,2016-09-19 09:20:00,2016-09-19,09:20:00,0,29
128,1,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,49,2016-09-19 09:20:00,2016-09-19,09:20:00,0,29
129,3,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1,125,2016-09-19 09:20:00,2016-09-19,09:20:00,0,29
130,3,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,144,2016-09-19 09:20:00,2016-09-19,09:20:00,0,29
131,2,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,78,2016-09-19 09:20:00,2016-09-19,09:20:00,0,29
132,1,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",1,131,2016-09-19 09:40:00,2016-09-19,09:40:00,0,30
133,1,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,44,2016-09-19 09:40:00,2016-09-19,09:40:00,0,30
134,3,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",1,116,2016-09-19 09:40:00,2016-09-19,09:40:00,0,30
135,3,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,148,2016-09-19 09:40:00,2016-09-19,09:40:00,0,30
136,2,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,59,2016-09-19 09:40:00,2016-09-19,09:40:00,0,30
137,1,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",1,101,2016-09-19 10:00:00,2016-09-19,10:00:00,0,31
138,1,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0,44,2016-09-19 10:00:00,2016-09-19,10:00:00,0,31
139,3,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",1,117,2016-09-19 10:00:00,2016-09-19,10:00:00,0,31
140,3,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0,104,2016-09-19 10:00:00,2016-09-19,10:00:00,0,31
141,2,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0,71,2016-09-19 10:00:00,2016-09-19,10:00:00,0,31
142,1,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",1,105,2016-09-19 10:20:00,2016-09-19,10:20:00,0,32
143,1,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0,44,2016-09-19 10:20:00,2016-09-19,10:20:00,0,32
144,3,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",1,87,2016-09-19 10:20:00,2016-09-19,10:20:00,0,32
145,3,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0,111,2016-09-19 10:20:00,2016-09-19,10:20:00,0,32
146,2,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0,88,2016-09-19 10:20:00,2016-09-19,10:20:00,0,32
147,1,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",1,102,2016-09-19 10:40:00,2016-09-19,10:40:00,0,33
148,1,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0,44,2016-09-19 10:40:00,2016-09-19,10:40:00,0,33
149,3,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",1,85,2016-09-19 10:40:00,2016-09-19,10:40:00,0,33
150,3,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0,122,2016-09-19 10:40:00,2016-09-19,10:40:00,0,33
151,2,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0,65,2016-09-19 10:40:00,2016-09-19,10:40:00,0,33
152,1,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",1,86,2016-09-19 11:00:00,2016-09-19,11:00:00,0,34
153,1,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0,39,2016-09-19 11:00:00,2016-09-19,11:00:00,0,34
154,3,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",1,73,2016-09-19 11:00:00,2016-09-19,11:00:00,0,34
155,3,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0,111,2016-09-19 11:00:00,2016-09-19,11:00:00,0,34
156,2,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0,50,2016-09-19 11:00:00,2016-09-19,11:00:00,0,34
157,1,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",1,76,2016-09-19 11:20:00,2016-09-19,11:20:00,0,35
158,1,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0,30,2016-09-19 11:20:00,2016-09-19,11:20:00,0,35
159,3,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",1,72,2016-09-19 11:20:00,2016-09-19,11:20:00,0,35
160,3,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0,82,2016-09-19 11:20:00,2016-09-19,11:20:00,0,35
161,2,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0,61,2016-09-19 11:20:00,2016-09-19,11:20:00,0,35
162,1,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",1,100,2016-09-19 11:40:00,2016-09-19,11:40:00,0,36
163,1,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0,34,2016-09-19 11:40:00,2016-09-19,11:40:00,0,36
164,3,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",1,73,2016-09-19 11:40:00,2016-09-19,11:40:00,0,36
165,3,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0,91,2016-09-19 11:40:00,2016-09-19,11:40:00,0,36
166,2,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0,46,2016-09-19 11:40:00,2016-09-19,11:40:00,0,36
167,1,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",1,99,2016-09-19 12:00:00,2016-09-19,12:00:00,0,37
168,1,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0,45,2016-09-19 12:00:00,2016-09-19,12:00:00,0,37
169,3,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",1,94,2016-09-19 12:00:00,2016-09-19,12:00:00,0,37
170,3,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0,104,2016-09-19 12:00:00,2016-09-19,12:00:00,0,37
171,2,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0,87,2016-09-19 12:00:00,2016-09-19,12:00:00,0,37
172,1,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",1,70,2016-09-19 12:20:00,2016-09-19,12:20:00,0,38
173,1,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0,44,2016-09-19 12:20:00,2016-09-19,12:20:00,0,38
174,3,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",1,86,2016-09-19 12:20:00,2016-09-19,12:20:00,0,38
175,3,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0,91,2016-09-19 12:20:00,2016-09-19,12:20:00,0,38
176,2,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0,66,2016-09-19 12:20:00,2016-09-19,12:20:00,0,38
177,1,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",1,79,2016-09-19 12:40:00,2016-09-19,12:40:00,0,39
178,1,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0,53,2016-09-19 12:40:00,2016-09-19,12:40:00,0,39
179,3,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",1,94,2016-09-19 12:40:00,2016-09-19,12:40:00,0,39
180,3,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0,122,2016-09-19 12:40:00,2016-09-19,12:40:00,0,39
181,2,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0,69,2016-09-19 12:40:00,2016-09-19,12:40:00,0,39
182,1,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",1,100,2016-09-19 13:00:00,2016-09-19,13:00:00,0,40
183,1,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0,57,2016-09-19 13:00:00,2016-09-19,13:00:00,0,40
184,3,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",1,91,2016-09-19 13:00:00,2016-09-19,13:00:00,0,40
185,3,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0,117,2016-09-19 13:00:00,2016-09-19,13:00:00,0,40
186,2,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0,81,2016-09-19 13:00:00,2016-09-19,13:00:00,0,40
187,1,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",1,108,2016-09-19 13:20:00,2016-09-19,13:20:00,0,41
188,1,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0,61,2016-09-19 13:20:00,2016-09-19,13:20:00,0,41
189,3,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",1,110,2016-09-19 13:20:00,2016-09-19,13:20:00,0,41
190,3,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0,107,2016-09-19 13:20:00,2016-09-19,13:20:00,0,41
191,2,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0,95,2016-09-19 13:20:00,2016-09-19,13:20:00,0,41
192,1,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",1,106,2016-09-19 13:40:00,2016-09-19,13:40:00,0,42
193,1,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0,53,2016-09-19 13:40:00,2016-09-19,13:40:00,0,42
194,3,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",1,100,2016-09-19 13:40:00,2016-09-19,13:40:00,0,42
195,3,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0,131,2016-09-19 13:40:00,2016-09-19,13:40:00,0,42
196,2,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0,67,2016-09-19 13:40:00,2016-09-19,13:40:00,0,42
197,1,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",1,101,2016-09-19 14:00:00,2016-09-19,14:00:00,0,43
198,1,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0,55,2016-09-19 14:00:00,2016-09-19,14:00:00,0,43
199,3,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",1,95,2016-09-19 14:00:00,2016-09-19,14:00:00,0,43
200,3,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0,100,2016-09-19 14:00:00,2016-09-19,14:00:00,0,43
201,2,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0,66,2016-09-19 14:00:00,2016-09-19,14:00:00,0,43
202,1,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",1,100,2016-09-19 14:20:00,2016-09-19,14:20:00,0,44
203,1,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0,52,2016-09-19 14:20:00,2016-09-19,14:20:00,0,44
204,3,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",1,99,2016-09-19 14:20:00,2016-09-19,14:20:00,0,44
205,3,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0,84,2016-09-19 14:20:00,2016-09-19,14:20:00,0,44
206,2,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0,62,2016-09-19 14:20:00,2016-09-19,14:20:00,0,44
