,intersection_id,tollgate_id,time_window,avg_travel_time,time,date,hour,weekday,nummin
32,B,3,"[2016-07-19 13:20:00,2016-07-19 13:40:00)",119.37,2016-07-19 13:20:00,2016-07-19,13:20:00,1,33
33,B,3,"[2016-07-19 13:40:00,2016-07-19 14:00:00)",176.65,2016-07-19 13:40:00,2016-07-19,13:40:00,1,34
34,B,3,"[2016-07-19 14:00:00,2016-07-19 14:20:00)",159.46,2016-07-19 14:00:00,2016-07-19,14:00:00,1,35
35,B,3,"[2016-07-19 14:20:00,2016-07-19 14:40:00)",129.48,2016-07-19 14:20:00,2016-07-19,14:20:00,1,36
36,B,3,"[2016-07-19 14:40:00,2016-07-19 15:00:00)",120.24,2016-07-19 14:40:00,2016-07-19,14:40:00,1,37
37,B,3,"[2016-07-19 15:00:00,2016-07-19 15:20:00)",115.29,2016-07-19 15:00:00,2016-07-19,15:00:00,1,38
38,B,3,"[2016-07-19 15:20:00,2016-07-19 15:40:00)",129.47,2016-07-19 15:20:00,2016-07-19,15:20:00,1,39
39,B,3,"[2016-07-19 15:40:00,2016-07-19 16:00:00)",120.76,2016-07-19 15:40:00,2016-07-19,15:40:00,1,40
40,B,3,"[2016-07-19 16:00:00,2016-07-19 16:20:00)",116.07,2016-07-19 16:00:00,2016-07-19,16:00:00,1,41
41,B,3,"[2016-07-19 16:20:00,2016-07-19 16:40:00)",152.5,2016-07-19 16:20:00,2016-07-19,16:20:00,1,42
42,B,3,"[2016-07-19 16:40:00,2016-07-19 17:00:00)",101.66,2016-07-19 16:40:00,2016-07-19,16:40:00,1,43
43,B,3,"[2016-07-19 17:00:00,2016-07-19 17:20:00)",139.36,2016-07-19 17:00:00,2016-07-19,17:00:00,1,44
44,B,3,"[2016-07-19 17:20:00,2016-07-19 17:40:00)",103.67,2016-07-19 17:20:00,2016-07-19,17:20:00,1,45
45,B,3,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",109.3,2016-07-19 17:40:00,2016-07-19,17:40:00,1,46
46,B,3,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",108.3,2016-07-19 18:00:00,2016-07-19,18:00:00,1,47
47,B,3,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",91.94,2016-07-19 18:20:00,2016-07-19,18:20:00,1,48
48,B,3,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",106.92,2016-07-19 18:40:00,2016-07-19,18:40:00,1,49
49,B,3,"[2016-07-19 19:20:00,2016-07-19 19:40:00)",115.99,2016-07-19 19:20:00,2016-07-19,19:20:00,1,50
50,B,3,"[2016-07-19 19:40:00,2016-07-19 20:00:00)",209.49,2016-07-19 19:40:00,2016-07-19,19:40:00,1,51
51,B,3,"[2016-07-19 20:00:00,2016-07-19 20:20:00)",112.25,2016-07-19 20:00:00,2016-07-19,20:00:00,1,52
52,B,3,"[2016-07-19 20:40:00,2016-07-19 21:00:00)",96.82,2016-07-19 20:40:00,2016-07-19,20:40:00,1,53
53,B,3,"[2016-07-19 21:20:00,2016-07-19 21:40:00)",133.02,2016-07-19 21:20:00,2016-07-19,21:20:00,1,54
54,B,3,"[2016-07-19 21:40:00,2016-07-19 22:00:00)",96.96,2016-07-19 21:40:00,2016-07-19,21:40:00,1,55
55,B,3,"[2016-07-19 22:00:00,2016-07-19 22:20:00)",149.31,2016-07-19 22:00:00,2016-07-19,22:00:00,1,56
56,B,3,"[2016-07-19 22:20:00,2016-07-19 22:40:00)",100.55,2016-07-19 22:20:00,2016-07-19,22:20:00,1,57
57,B,3,"[2016-07-19 23:00:00,2016-07-19 23:20:00)",97.07,2016-07-19 23:00:00,2016-07-19,23:00:00,1,58
58,B,3,"[2016-07-19 23:40:00,2016-07-20 00:00:00)",121.11,2016-07-19 23:40:00,2016-07-19,23:40:00,1,59
59,B,3,"[2016-07-20 01:00:00,2016-07-20 01:20:00)",93.17,2016-07-20 01:00:00,2016-07-20,01:00:00,2,60
60,B,3,"[2016-07-20 01:40:00,2016-07-20 02:00:00)",33.25,2016-07-20 01:40:00,2016-07-20,01:40:00,2,3
61,B,3,"[2016-07-20 02:20:00,2016-07-20 02:40:00)",127.48,2016-07-20 02:20:00,2016-07-20,02:20:00,2,61
62,B,3,"[2016-07-20 02:40:00,2016-07-20 03:00:00)",157.13,2016-07-20 02:40:00,2016-07-20,02:40:00,2,5
63,B,3,"[2016-07-20 03:00:00,2016-07-20 03:20:00)",125.75,2016-07-20 03:00:00,2016-07-20,03:00:00,2,62
64,B,3,"[2016-07-20 03:20:00,2016-07-20 03:40:00)",104.71,2016-07-20 03:20:00,2016-07-20,03:20:00,2,63
65,B,3,"[2016-07-20 03:40:00,2016-07-20 04:00:00)",148.14,2016-07-20 03:40:00,2016-07-20,03:40:00,2,6
66,B,3,"[2016-07-20 04:00:00,2016-07-20 04:20:00)",113.72,2016-07-20 04:00:00,2016-07-20,04:00:00,2,7
67,B,3,"[2016-07-20 04:20:00,2016-07-20 04:40:00)",129.63,2016-07-20 04:20:00,2016-07-20,04:20:00,2,8
68,B,3,"[2016-07-20 04:40:00,2016-07-20 05:00:00)",59.88,2016-07-20 04:40:00,2016-07-20,04:40:00,2,9
69,B,3,"[2016-07-20 06:00:00,2016-07-20 06:20:00)",112.36,2016-07-20 06:00:00,2016-07-20,06:00:00,2,11
70,B,3,"[2016-07-20 06:20:00,2016-07-20 06:40:00)",386.44,2016-07-20 06:20:00,2016-07-20,06:20:00,2,12
71,B,3,"[2016-07-20 06:40:00,2016-07-20 07:00:00)",130.59,2016-07-20 06:40:00,2016-07-20,06:40:00,2,13
72,B,3,"[2016-07-20 07:00:00,2016-07-20 07:20:00)",122.35,2016-07-20 07:00:00,2016-07-20,07:00:00,2,14
73,B,3,"[2016-07-20 07:20:00,2016-07-20 07:40:00)",133.2,2016-07-20 07:20:00,2016-07-20,07:20:00,2,15
74,B,3,"[2016-07-20 07:40:00,2016-07-20 08:00:00)",137.98,2016-07-20 07:40:00,2016-07-20,07:40:00,2,16
75,B,3,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",182.66,2016-07-20 08:00:00,2016-07-20,08:00:00,2,17
76,B,3,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",127.68,2016-07-20 08:20:00,2016-07-20,08:20:00,2,18
77,B,3,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",134.42,2016-07-20 08:40:00,2016-07-20,08:40:00,2,19
78,B,3,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",114.74,2016-07-20 09:00:00,2016-07-20,09:00:00,2,20
79,B,3,"[2016-07-20 09:20:00,2016-07-20 09:40:00)",142.06,2016-07-20 09:20:00,2016-07-20,09:20:00,2,21
80,B,3,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",170.11,2016-07-20 09:40:00,2016-07-20,09:40:00,2,22
81,B,3,"[2016-07-20 10:20:00,2016-07-20 10:40:00)",146.52,2016-07-20 10:20:00,2016-07-20,10:20:00,2,24
82,B,3,"[2016-07-20 10:40:00,2016-07-20 11:00:00)",119.25,2016-07-20 10:40:00,2016-07-20,10:40:00,2,25
83,B,3,"[2016-07-20 11:00:00,2016-07-20 11:20:00)",126.27,2016-07-20 11:00:00,2016-07-20,11:00:00,2,26
84,B,3,"[2016-07-20 11:20:00,2016-07-20 11:40:00)",157.7,2016-07-20 11:20:00,2016-07-20,11:20:00,2,27
85,B,3,"[2016-07-20 11:40:00,2016-07-20 12:00:00)",80.52,2016-07-20 11:40:00,2016-07-20,11:40:00,2,28
86,B,3,"[2016-07-20 12:00:00,2016-07-20 12:20:00)",111.79,2016-07-20 12:00:00,2016-07-20,12:00:00,2,29
87,B,3,"[2016-07-20 12:20:00,2016-07-20 12:40:00)",47.27,2016-07-20 12:20:00,2016-07-20,12:20:00,2,30
88,B,3,"[2016-07-20 12:40:00,2016-07-20 13:00:00)",82.82,2016-07-20 12:40:00,2016-07-20,12:40:00,2,31
89,B,3,"[2016-07-20 13:00:00,2016-07-20 13:20:00)",117.0,2016-07-20 13:00:00,2016-07-20,13:00:00,2,32
90,B,3,"[2016-07-20 13:20:00,2016-07-20 13:40:00)",65.45,2016-07-20 13:20:00,2016-07-20,13:20:00,2,33
91,B,3,"[2016-07-20 13:40:00,2016-07-20 14:00:00)",127.1,2016-07-20 13:40:00,2016-07-20,13:40:00,2,34
92,B,3,"[2016-07-20 14:00:00,2016-07-20 14:20:00)",95.36,2016-07-20 14:00:00,2016-07-20,14:00:00,2,35
93,B,3,"[2016-07-20 14:40:00,2016-07-20 15:00:00)",128.78,2016-07-20 14:40:00,2016-07-20,14:40:00,2,37
94,B,3,"[2016-07-20 15:00:00,2016-07-20 15:20:00)",54.23,2016-07-20 15:00:00,2016-07-20,15:00:00,2,38
95,B,3,"[2016-07-20 15:20:00,2016-07-20 15:40:00)",134.65,2016-07-20 15:20:00,2016-07-20,15:20:00,2,39
96,B,3,"[2016-07-20 15:40:00,2016-07-20 16:00:00)",174.75,2016-07-20 15:40:00,2016-07-20,15:40:00,2,40
97,B,3,"[2016-07-20 16:00:00,2016-07-20 16:20:00)",130.69,2016-07-20 16:00:00,2016-07-20,16:00:00,2,41
98,B,3,"[2016-07-20 16:20:00,2016-07-20 16:40:00)",98.28,2016-07-20 16:20:00,2016-07-20,16:20:00,2,42
99,B,3,"[2016-07-20 16:40:00,2016-07-20 17:00:00)",98.73,2016-07-20 16:40:00,2016-07-20,16:40:00,2,43
100,B,3,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",114.94,2016-07-20 17:00:00,2016-07-20,17:00:00,2,44
101,B,3,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",131.36,2016-07-20 17:20:00,2016-07-20,17:20:00,2,45
102,B,3,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",134.24,2016-07-20 17:40:00,2016-07-20,17:40:00,2,46
103,B,3,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",101.55,2016-07-20 18:00:00,2016-07-20,18:00:00,2,47
104,B,3,"[2016-07-20 18:20:00,2016-07-20 18:40:00)",113.77,2016-07-20 18:20:00,2016-07-20,18:20:00,2,48
105,B,3,"[2016-07-20 18:40:00,2016-07-20 19:00:00)",89.67,2016-07-20 18:40:00,2016-07-20,18:40:00,2,49
106,B,3,"[2016-07-20 19:00:00,2016-07-20 19:20:00)",114.53,2016-07-20 19:00:00,2016-07-20,19:00:00,2,64
107,B,3,"[2016-07-20 19:20:00,2016-07-20 19:40:00)",90.8,2016-07-20 19:20:00,2016-07-20,19:20:00,2,50
108,B,3,"[2016-07-20 19:40:00,2016-07-20 20:00:00)",103.43,2016-07-20 19:40:00,2016-07-20,19:40:00,2,51
109,B,3,"[2016-07-20 20:00:00,2016-07-20 20:20:00)",91.33,2016-07-20 20:00:00,2016-07-20,20:00:00,2,52
110,B,3,"[2016-07-20 20:20:00,2016-07-20 20:40:00)",156.44,2016-07-20 20:20:00,2016-07-20,20:20:00,2,65
111,B,3,"[2016-07-20 20:40:00,2016-07-20 21:00:00)",78.35,2016-07-20 20:40:00,2016-07-20,20:40:00,2,53
112,B,3,"[2016-07-20 21:00:00,2016-07-20 21:20:00)",85.88,2016-07-20 21:00:00,2016-07-20,21:00:00,2,66
113,B,3,"[2016-07-20 21:40:00,2016-07-20 22:00:00)",111.47,2016-07-20 21:40:00,2016-07-20,21:40:00,2,55
114,B,3,"[2016-07-20 22:00:00,2016-07-20 22:20:00)",91.52,2016-07-20 22:00:00,2016-07-20,22:00:00,2,56
115,B,3,"[2016-07-20 23:00:00,2016-07-20 23:20:00)",137.86,2016-07-20 23:00:00,2016-07-20,23:00:00,2,58
116,B,3,"[2016-07-20 23:40:00,2016-07-21 00:00:00)",112.89,2016-07-20 23:40:00,2016-07-20,23:40:00,2,59
117,B,3,"[2016-07-21 00:00:00,2016-07-21 00:20:00)",85.0,2016-07-21 00:00:00,2016-07-21,00:00:00,3,1
118,B,3,"[2016-07-21 01:20:00,2016-07-21 01:40:00)",65.78,2016-07-21 01:20:00,2016-07-21,01:20:00,3,67
119,B,3,"[2016-07-21 04:20:00,2016-07-21 04:40:00)",393.05,2016-07-21 04:20:00,2016-07-21,04:20:00,3,8
120,B,3,"[2016-07-21 06:00:00,2016-07-21 06:20:00)",166.81,2016-07-21 06:00:00,2016-07-21,06:00:00,3,11
121,B,3,"[2016-07-21 06:20:00,2016-07-21 06:40:00)",136.67,2016-07-21 06:20:00,2016-07-21,06:20:00,3,12
122,B,3,"[2016-07-21 06:40:00,2016-07-21 07:00:00)",55.92,2016-07-21 06:40:00,2016-07-21,06:40:00,3,13
123,B,3,"[2016-07-21 07:00:00,2016-07-21 07:20:00)",206.59,2016-07-21 07:00:00,2016-07-21,07:00:00,3,14
124,B,3,"[2016-07-21 07:20:00,2016-07-21 07:40:00)",113.78,2016-07-21 07:20:00,2016-07-21,07:20:00,3,15
125,B,3,"[2016-07-21 07:40:00,2016-07-21 08:00:00)",146.58,2016-07-21 07:40:00,2016-07-21,07:40:00,3,16
126,B,3,"[2016-07-21 08:00:00,2016-07-21 08:20:00)",107.11,2016-07-21 08:00:00,2016-07-21,08:00:00,3,17
127,B,3,"[2016-07-21 10:40:00,2016-07-21 11:00:00)",180.27,2016-07-21 10:40:00,2016-07-21,10:40:00,3,25
128,B,3,"[2016-07-21 11:00:00,2016-07-21 11:20:00)",54.8,2016-07-21 11:00:00,2016-07-21,11:00:00,3,26
129,B,3,"[2016-07-21 11:20:00,2016-07-21 11:40:00)",108.52,2016-07-21 11:20:00,2016-07-21,11:20:00,3,27
130,B,3,"[2016-07-21 11:40:00,2016-07-21 12:00:00)",168.37,2016-07-21 11:40:00,2016-07-21,11:40:00,3,28
131,B,3,"[2016-07-21 12:00:00,2016-07-21 12:20:00)",61.47,2016-07-21 12:00:00,2016-07-21,12:00:00,3,29
132,B,3,"[2016-07-21 12:20:00,2016-07-21 12:40:00)",132.24,2016-07-21 12:20:00,2016-07-21,12:20:00,3,30
133,B,3,"[2016-07-21 12:40:00,2016-07-21 13:00:00)",113.74,2016-07-21 12:40:00,2016-07-21,12:40:00,3,31
134,B,3,"[2016-07-21 13:00:00,2016-07-21 13:20:00)",56.73,2016-07-21 13:00:00,2016-07-21,13:00:00,3,32
135,B,3,"[2016-07-21 13:20:00,2016-07-21 13:40:00)",144.33,2016-07-21 13:20:00,2016-07-21,13:20:00,3,33
136,B,3,"[2016-07-21 13:40:00,2016-07-21 14:00:00)",99.39,2016-07-21 13:40:00,2016-07-21,13:40:00,3,34
137,B,3,"[2016-07-21 14:00:00,2016-07-21 14:20:00)",103.31,2016-07-21 14:00:00,2016-07-21,14:00:00,3,35
138,B,3,"[2016-07-21 14:20:00,2016-07-21 14:40:00)",51.84,2016-07-21 14:20:00,2016-07-21,14:20:00,3,36
139,B,3,"[2016-07-21 14:40:00,2016-07-21 15:00:00)",111.76,2016-07-21 14:40:00,2016-07-21,14:40:00,3,37
140,B,3,"[2016-07-21 15:00:00,2016-07-21 15:20:00)",114.77,2016-07-21 15:00:00,2016-07-21,15:00:00,3,38
141,B,3,"[2016-07-21 15:20:00,2016-07-21 15:40:00)",116.49,2016-07-21 15:20:00,2016-07-21,15:20:00,3,39
142,B,3,"[2016-07-21 15:40:00,2016-07-21 16:00:00)",75.82,2016-07-21 15:40:00,2016-07-21,15:40:00,3,40
143,B,3,"[2016-07-21 16:00:00,2016-07-21 16:20:00)",97.67,2016-07-21 16:00:00,2016-07-21,16:00:00,3,41
144,B,3,"[2016-07-21 16:20:00,2016-07-21 16:40:00)",140.7,2016-07-21 16:20:00,2016-07-21,16:20:00,3,42
145,B,3,"[2016-07-21 16:40:00,2016-07-21 17:00:00)",115.48,2016-07-21 16:40:00,2016-07-21,16:40:00,3,43
146,B,3,"[2016-07-21 17:20:00,2016-07-21 17:40:00)",125.52,2016-07-21 17:20:00,2016-07-21,17:20:00,3,45
147,B,3,"[2016-07-21 17:40:00,2016-07-21 18:00:00)",110.95,2016-07-21 17:40:00,2016-07-21,17:40:00,3,46
148,B,3,"[2016-07-21 18:00:00,2016-07-21 18:20:00)",95.16,2016-07-21 18:00:00,2016-07-21,18:00:00,3,47
149,B,3,"[2016-07-21 18:20:00,2016-07-21 18:40:00)",131.44,2016-07-21 18:20:00,2016-07-21,18:20:00,3,48
150,B,3,"[2016-07-21 18:40:00,2016-07-21 19:00:00)",169.79,2016-07-21 18:40:00,2016-07-21,18:40:00,3,49
151,B,3,"[2016-07-21 19:00:00,2016-07-21 19:20:00)",105.57,2016-07-21 19:00:00,2016-07-21,19:00:00,3,64
152,B,3,"[2016-07-21 19:20:00,2016-07-21 19:40:00)",96.17,2016-07-21 19:20:00,2016-07-21,19:20:00,3,50
153,B,3,"[2016-07-21 19:40:00,2016-07-21 20:00:00)",119.58,2016-07-21 19:40:00,2016-07-21,19:40:00,3,51
154,B,3,"[2016-07-21 20:00:00,2016-07-21 20:20:00)",101.77,2016-07-21 20:00:00,2016-07-21,20:00:00,3,52
155,B,3,"[2016-07-21 20:20:00,2016-07-21 20:40:00)",117.65,2016-07-21 20:20:00,2016-07-21,20:20:00,3,65
156,B,3,"[2016-07-21 20:40:00,2016-07-21 21:00:00)",124.2,2016-07-21 20:40:00,2016-07-21,20:40:00,3,53
157,B,3,"[2016-07-21 21:00:00,2016-07-21 21:20:00)",93.9,2016-07-21 21:00:00,2016-07-21,21:00:00,3,66
158,B,3,"[2016-07-21 21:20:00,2016-07-21 21:40:00)",93.98,2016-07-21 21:20:00,2016-07-21,21:20:00,3,54
159,B,3,"[2016-07-21 22:00:00,2016-07-21 22:20:00)",105.9,2016-07-21 22:00:00,2016-07-21,22:00:00,3,56
160,B,3,"[2016-07-21 22:20:00,2016-07-21 22:40:00)",118.73,2016-07-21 22:20:00,2016-07-21,22:20:00,3,57
161,B,3,"[2016-07-21 23:00:00,2016-07-21 23:20:00)",127.51,2016-07-21 23:00:00,2016-07-21,23:00:00,3,58
162,B,3,"[2016-07-21 23:20:00,2016-07-21 23:40:00)",86.59,2016-07-21 23:20:00,2016-07-21,23:20:00,3,68
163,B,3,"[2016-07-21 23:40:00,2016-07-22 00:00:00)",142.16,2016-07-21 23:40:00,2016-07-21,23:40:00,3,59
164,B,3,"[2016-07-22 01:00:00,2016-07-22 01:20:00)",165.66,2016-07-22 01:00:00,2016-07-22,01:00:00,4,60
165,B,3,"[2016-07-22 03:00:00,2016-07-22 03:20:00)",12.75,2016-07-22 03:00:00,2016-07-22,03:00:00,4,62
166,B,3,"[2016-07-22 04:40:00,2016-07-22 05:00:00)",195.47,2016-07-22 04:40:00,2016-07-22,04:40:00,4,9
167,B,3,"[2016-07-22 05:00:00,2016-07-22 05:20:00)",96.23,2016-07-22 05:00:00,2016-07-22,05:00:00,4,10
168,B,3,"[2016-07-22 05:20:00,2016-07-22 05:40:00)",154.3,2016-07-22 05:20:00,2016-07-22,05:20:00,4,69
169,B,3,"[2016-07-22 05:40:00,2016-07-22 06:00:00)",195.81,2016-07-22 05:40:00,2016-07-22,05:40:00,4,70
170,B,3,"[2016-07-22 06:00:00,2016-07-22 06:20:00)",189.33,2016-07-22 06:00:00,2016-07-22,06:00:00,4,11
171,B,3,"[2016-07-22 06:20:00,2016-07-22 06:40:00)",75.94,2016-07-22 06:20:00,2016-07-22,06:20:00,4,12
172,B,3,"[2016-07-22 06:40:00,2016-07-22 07:00:00)",72.47,2016-07-22 06:40:00,2016-07-22,06:40:00,4,13
173,B,3,"[2016-07-22 07:00:00,2016-07-22 07:20:00)",90.79,2016-07-22 07:00:00,2016-07-22,07:00:00,4,14
174,B,3,"[2016-07-22 07:20:00,2016-07-22 07:40:00)",88.86,2016-07-22 07:20:00,2016-07-22,07:20:00,4,15
175,B,3,"[2016-07-22 07:40:00,2016-07-22 08:00:00)",180.59,2016-07-22 07:40:00,2016-07-22,07:40:00,4,16
176,B,3,"[2016-07-22 08:00:00,2016-07-22 08:20:00)",126.73,2016-07-22 08:00:00,2016-07-22,08:00:00,4,17
177,B,3,"[2016-07-22 08:20:00,2016-07-22 08:40:00)",217.6,2016-07-22 08:20:00,2016-07-22,08:20:00,4,18
178,B,3,"[2016-07-22 08:40:00,2016-07-22 09:00:00)",121.92,2016-07-22 08:40:00,2016-07-22,08:40:00,4,19
179,B,3,"[2016-07-22 09:00:00,2016-07-22 09:20:00)",161.56,2016-07-22 09:00:00,2016-07-22,09:00:00,4,20
180,B,3,"[2016-07-22 09:20:00,2016-07-22 09:40:00)",113.62,2016-07-22 09:20:00,2016-07-22,09:20:00,4,21
181,B,3,"[2016-07-22 09:40:00,2016-07-22 10:00:00)",137.22,2016-07-22 09:40:00,2016-07-22,09:40:00,4,22
182,B,3,"[2016-07-22 10:00:00,2016-07-22 10:20:00)",133.78,2016-07-22 10:00:00,2016-07-22,10:00:00,4,23
183,B,3,"[2016-07-22 10:40:00,2016-07-22 11:00:00)",215.2,2016-07-22 10:40:00,2016-07-22,10:40:00,4,25
184,B,3,"[2016-07-22 11:00:00,2016-07-22 11:20:00)",112.08,2016-07-22 11:00:00,2016-07-22,11:00:00,4,26
185,B,3,"[2016-07-22 11:20:00,2016-07-22 11:40:00)",99.19,2016-07-22 11:20:00,2016-07-22,11:20:00,4,27
186,B,3,"[2016-07-22 11:40:00,2016-07-22 12:00:00)",81.48,2016-07-22 11:40:00,2016-07-22,11:40:00,4,28
187,B,3,"[2016-07-22 12:00:00,2016-07-22 12:20:00)",124.93,2016-07-22 12:00:00,2016-07-22,12:00:00,4,29
188,B,3,"[2016-07-22 12:20:00,2016-07-22 12:40:00)",82.83,2016-07-22 12:20:00,2016-07-22,12:20:00,4,30
189,B,3,"[2016-07-22 12:40:00,2016-07-22 13:00:00)",200.47,2016-07-22 12:40:00,2016-07-22,12:40:00,4,31
190,B,3,"[2016-07-22 13:00:00,2016-07-22 13:20:00)",101.82,2016-07-22 13:00:00,2016-07-22,13:00:00,4,32
191,B,3,"[2016-07-22 13:20:00,2016-07-22 13:40:00)",69.63,2016-07-22 13:20:00,2016-07-22,13:20:00,4,33
192,B,3,"[2016-07-22 13:40:00,2016-07-22 14:00:00)",88.79,2016-07-22 13:40:00,2016-07-22,13:40:00,4,34
193,B,3,"[2016-07-22 14:00:00,2016-07-22 14:20:00)",117.05,2016-07-22 14:00:00,2016-07-22,14:00:00,4,35
194,B,3,"[2016-07-22 14:20:00,2016-07-22 14:40:00)",90.71,2016-07-22 14:20:00,2016-07-22,14:20:00,4,36
195,B,3,"[2016-07-22 14:40:00,2016-07-22 15:00:00)",128.29,2016-07-22 14:40:00,2016-07-22,14:40:00,4,37
196,B,3,"[2016-07-22 15:00:00,2016-07-22 15:20:00)",129.11,2016-07-22 15:00:00,2016-07-22,15:00:00,4,38
197,B,3,"[2016-07-22 15:20:00,2016-07-22 15:40:00)",101.98,2016-07-22 15:20:00,2016-07-22,15:20:00,4,39
198,B,3,"[2016-07-22 15:40:00,2016-07-22 16:00:00)",101.56,2016-07-22 15:40:00,2016-07-22,15:40:00,4,40
199,B,3,"[2016-07-22 16:00:00,2016-07-22 16:20:00)",130.6,2016-07-22 16:00:00,2016-07-22,16:00:00,4,41
200,B,3,"[2016-07-22 16:20:00,2016-07-22 16:40:00)",113.65,2016-07-22 16:20:00,2016-07-22,16:20:00,4,42
