,Unnamed: 0,time_window,volume,hour__6,hour__7,hour__8,hour__9,hour__15,hour__16,hour__17,hour__18,date
49,307,06:40:00),17,1,0,0,0,0,0,0,0,[2016-09-23
50,308,07:00:00),32,1,0,0,0,0,0,0,0,[2016-09-23
51,309,07:20:00),28,0,1,0,0,0,0,0,0,[2016-09-23
52,310,07:40:00),41,0,1,0,0,0,0,0,0,[2016-09-23
53,311,08:00:00),42,0,1,0,0,0,0,0,0,[2016-09-23
54,312,08:20:00),49,0,0,1,0,0,0,0,0,[2016-09-23
55,313,08:40:00),68,0,0,1,0,0,0,0,0,[2016-09-23
56,314,09:00:00),50,0,0,1,0,0,0,0,0,[2016-09-23
57,315,09:20:00),41,0,0,0,1,0,0,0,0,[2016-09-23
58,316,09:40:00),52,0,0,0,1,0,0,0,0,[2016-09-23
59,317,10:00:00),44,0,0,0,1,0,0,0,0,[2016-09-23
60,378,06:20:00),8,1,0,0,0,0,0,0,0,[2016-09-24
61,379,06:40:00),19,1,0,0,0,0,0,0,0,[2016-09-24
62,380,07:00:00),24,1,0,0,0,0,0,0,0,[2016-09-24
63,381,07:20:00),28,0,1,0,0,0,0,0,0,[2016-09-24
64,382,07:40:00),33,0,1,0,0,0,0,0,0,[2016-09-24
65,383,08:00:00),35,0,1,0,0,0,0,0,0,[2016-09-24
66,384,08:20:00),43,0,0,1,0,0,0,0,0,[2016-09-24
67,385,08:40:00),64,0,0,1,0,0,0,0,0,[2016-09-24
68,386,09:00:00),71,0,0,1,0,0,0,0,0,[2016-09-24
69,387,09:20:00),52,0,0,0,1,0,0,0,0,[2016-09-24
70,388,09:40:00),68,0,0,0,1,0,0,0,0,[2016-09-24
71,389,10:00:00),66,0,0,0,1,0,0,0,0,[2016-09-24
72,450,06:20:00),10,1,0,0,0,0,0,0,0,[2016-09-25
73,451,06:40:00),12,1,0,0,0,0,0,0,0,[2016-09-25
74,452,07:00:00),26,1,0,0,0,0,0,0,0,[2016-09-25
75,453,07:20:00),20,0,1,0,0,0,0,0,0,[2016-09-25
76,454,07:40:00),22,0,1,0,0,0,0,0,0,[2016-09-25
77,455,08:00:00),33,0,1,0,0,0,0,0,0,[2016-09-25
78,456,08:20:00),35,0,0,1,0,0,0,0,0,[2016-09-25
79,457,08:40:00),40,0,0,1,0,0,0,0,0,[2016-09-25
80,458,09:00:00),50,0,0,1,0,0,0,0,0,[2016-09-25
81,459,09:20:00),41,0,0,0,1,0,0,0,0,[2016-09-25
82,460,09:40:00),42,0,0,0,1,0,0,0,0,[2016-09-25
83,461,10:00:00),49,0,0,0,1,0,0,0,0,[2016-09-25
84,522,06:20:00),13,1,0,0,0,0,0,0,0,[2016-09-26
85,523,06:40:00),23,1,0,0,0,0,0,0,0,[2016-09-26
86,524,07:00:00),39,1,0,0,0,0,0,0,0,[2016-09-26
87,525,07:20:00),44,0,1,0,0,0,0,0,0,[2016-09-26
88,526,07:40:00),39,0,1,0,0,0,0,0,0,[2016-09-26
89,527,08:00:00),46,0,1,0,0,0,0,0,0,[2016-09-26
90,528,08:20:00),49,0,0,1,0,0,0,0,0,[2016-09-26
91,529,08:40:00),52,0,0,1,0,0,0,0,0,[2016-09-26
92,530,09:00:00),45,0,0,1,0,0,0,0,0,[2016-09-26
93,531,09:20:00),48,0,0,0,1,0,0,0,0,[2016-09-26
94,532,09:40:00),52,0,0,0,1,0,0,0,0,[2016-09-26
95,533,10:00:00),51,0,0,0,1,0,0,0,0,[2016-09-26
96,594,06:20:00),12,1,0,0,0,0,0,0,0,[2016-09-27
97,595,06:40:00),20,1,0,0,0,0,0,0,0,[2016-09-27
98,596,07:00:00),35,1,0,0,0,0,0,0,0,[2016-09-27
99,597,07:20:00),56,0,1,0,0,0,0,0,0,[2016-09-27
100,598,07:40:00),50,0,1,0,0,0,0,0,0,[2016-09-27
101,599,08:00:00),41,0,1,0,0,0,0,0,0,[2016-09-27
102,600,08:20:00),60,0,0,1,0,0,0,0,0,[2016-09-27
103,601,08:40:00),45,0,0,1,0,0,0,0,0,[2016-09-27
104,602,09:00:00),64,0,0,1,0,0,0,0,0,[2016-09-27
105,603,09:20:00),58,0,0,0,1,0,0,0,0,[2016-09-27
106,604,09:40:00),65,0,0,0,1,0,0,0,0,[2016-09-27
107,605,10:00:00),45,0,0,0,1,0,0,0,0,[2016-09-27
108,666,06:20:00),30,1,0,0,0,0,0,0,0,[2016-09-28
109,667,06:40:00),49,1,0,0,0,0,0,0,0,[2016-09-28
110,668,07:00:00),50,1,0,0,0,0,0,0,0,[2016-09-28
111,669,07:20:00),91,0,1,0,0,0,0,0,0,[2016-09-28
112,670,07:40:00),74,0,1,0,0,0,0,0,0,[2016-09-28
113,671,08:00:00),104,0,1,0,0,0,0,0,0,[2016-09-28
114,672,08:20:00),128,0,0,1,0,0,0,0,0,[2016-09-28
115,673,08:40:00),137,0,0,1,0,0,0,0,0,[2016-09-28
116,674,09:00:00),104,0,0,1,0,0,0,0,0,[2016-09-28
117,675,09:20:00),111,0,0,0,1,0,0,0,0,[2016-09-28
118,676,09:40:00),121,0,0,0,1,0,0,0,0,[2016-09-28
119,677,10:00:00),136,0,0,0,1,0,0,0,0,[2016-09-28
120,738,06:20:00),4,1,0,0,0,0,0,0,0,[2016-09-29
121,739,06:40:00),9,1,0,0,0,0,0,0,0,[2016-09-29
122,740,07:00:00),18,1,0,0,0,0,0,0,0,[2016-09-29
123,741,07:20:00),25,0,1,0,0,0,0,0,0,[2016-09-29
124,742,07:40:00),30,0,1,0,0,0,0,0,0,[2016-09-29
125,743,08:00:00),30,0,1,0,0,0,0,0,0,[2016-09-29
126,744,08:20:00),41,0,0,1,0,0,0,0,0,[2016-09-29
127,745,08:40:00),48,0,0,1,0,0,0,0,0,[2016-09-29
128,746,09:00:00),50,0,0,1,0,0,0,0,0,[2016-09-29
129,747,09:20:00),47,0,0,0,1,0,0,0,0,[2016-09-29
130,748,09:40:00),40,0,0,0,1,0,0,0,0,[2016-09-29
131,749,10:00:00),48,0,0,0,1,0,0,0,0,[2016-09-29
132,810,06:20:00),10,1,0,0,0,0,0,0,0,[2016-09-30
133,811,06:40:00),17,1,0,0,0,0,0,0,0,[2016-09-30
134,812,07:00:00),24,1,0,0,0,0,0,0,0,[2016-09-30
135,813,07:20:00),29,0,1,0,0,0,0,0,0,[2016-09-30
136,814,07:40:00),31,0,1,0,0,0,0,0,0,[2016-09-30
137,815,08:00:00),44,0,1,0,0,0,0,0,0,[2016-09-30
138,816,08:20:00),46,0,0,1,0,0,0,0,0,[2016-09-30
139,817,08:40:00),48,0,0,1,0,0,0,0,0,[2016-09-30
140,818,09:00:00),47,0,0,1,0,0,0,0,0,[2016-09-30
141,819,09:20:00),60,0,0,0,1,0,0,0,0,[2016-09-30
142,820,09:40:00),61,0,0,0,1,0,0,0,0,[2016-09-30
143,821,10:00:00),63,0,0,0,1,0,0,0,0,[2016-09-30
144,882,06:20:00),213,1,0,0,0,0,0,0,0,[2016-10-01
145,883,06:40:00),257,1,0,0,0,0,0,0,0,[2016-10-01
146,884,07:00:00),275,1,0,0,0,0,0,0,0,[2016-10-01
147,885,07:20:00),267,0,1,0,0,0,0,0,0,[2016-10-01
148,886,07:40:00),244,0,1,0,0,0,0,0,0,[2016-10-01
149,887,08:00:00),233,0,1,0,0,0,0,0,0,[2016-10-01
150,888,08:20:00),217,0,0,1,0,0,0,0,0,[2016-10-01
151,889,08:40:00),210,0,0,1,0,0,0,0,0,[2016-10-01
152,890,09:00:00),198,0,0,1,0,0,0,0,0,[2016-10-01
153,891,09:20:00),251,0,0,0,1,0,0,0,0,[2016-10-01
154,892,09:40:00),249,0,0,0,1,0,0,0,0,[2016-10-01
155,893,10:00:00),242,0,0,0,1,0,0,0,0,[2016-10-01
156,953,06:20:00),64,1,0,0,0,0,0,0,0,[2016-10-02
157,954,06:40:00),79,1,0,0,0,0,0,0,0,[2016-10-02
158,955,07:00:00),73,1,0,0,0,0,0,0,0,[2016-10-02
159,956,07:20:00),163,0,1,0,0,0,0,0,0,[2016-10-02
160,957,07:40:00),164,0,1,0,0,0,0,0,0,[2016-10-02
161,958,08:00:00),168,0,1,0,0,0,0,0,0,[2016-10-02
162,959,08:20:00),203,0,0,1,0,0,0,0,0,[2016-10-02
163,960,08:40:00),237,0,0,1,0,0,0,0,0,[2016-10-02
164,961,09:00:00),277,0,0,1,0,0,0,0,0,[2016-10-02
165,962,09:20:00),266,0,0,0,1,0,0,0,0,[2016-10-02
166,963,09:40:00),271,0,0,0,1,0,0,0,0,[2016-10-02
167,964,10:00:00),211,0,0,0,1,0,0,0,0,[2016-10-02
168,1384,06:20:00),9,1,0,0,0,0,0,0,0,[2016-10-08
169,1385,06:40:00),12,1,0,0,0,0,0,0,0,[2016-10-08
170,1386,07:00:00),19,1,0,0,0,0,0,0,0,[2016-10-08
171,1387,07:20:00),21,0,1,0,0,0,0,0,0,[2016-10-08
172,1388,07:40:00),36,0,1,0,0,0,0,0,0,[2016-10-08
173,1389,08:00:00),27,0,1,0,0,0,0,0,0,[2016-10-08
174,1390,08:20:00),31,0,0,1,0,0,0,0,0,[2016-10-08
175,1391,08:40:00),39,0,0,1,0,0,0,0,0,[2016-10-08
176,1392,09:00:00),38,0,0,1,0,0,0,0,0,[2016-10-08
177,1393,09:20:00),35,0,0,0,1,0,0,0,0,[2016-10-08
178,1394,09:40:00),31,0,0,0,1,0,0,0,0,[2016-10-08
179,1395,10:00:00),38,0,0,0,1,0,0,0,0,[2016-10-08
180,1455,06:20:00),8,1,0,0,0,0,0,0,0,[2016-10-09
181,1456,06:40:00),9,1,0,0,0,0,0,0,0,[2016-10-09
182,1457,07:00:00),17,1,0,0,0,0,0,0,0,[2016-10-09
183,1458,07:20:00),26,0,1,0,0,0,0,0,0,[2016-10-09
184,1459,07:40:00),25,0,1,0,0,0,0,0,0,[2016-10-09
185,1460,08:00:00),33,0,1,0,0,0,0,0,0,[2016-10-09
186,1461,08:20:00),46,0,0,1,0,0,0,0,0,[2016-10-09
187,1462,08:40:00),39,0,0,1,0,0,0,0,0,[2016-10-09
188,1463,09:00:00),35,0,0,1,0,0,0,0,0,[2016-10-09
189,1464,09:20:00),45,0,0,0,1,0,0,0,0,[2016-10-09
190,1465,09:40:00),41,0,0,0,1,0,0,0,0,[2016-10-09
191,1466,10:00:00),41,0,0,0,1,0,0,0,0,[2016-10-09
192,1526,06:20:00),13,1,0,0,0,0,0,0,0,[2016-10-10
193,1527,06:40:00),13,1,0,0,0,0,0,0,0,[2016-10-10
194,1528,07:00:00),18,1,0,0,0,0,0,0,0,[2016-10-10
195,1529,07:20:00),34,0,1,0,0,0,0,0,0,[2016-10-10
196,1530,07:40:00),40,0,1,0,0,0,0,0,0,[2016-10-10
197,1531,08:00:00),37,0,1,0,0,0,0,0,0,[2016-10-10
198,1532,08:20:00),47,0,0,1,0,0,0,0,0,[2016-10-10
199,1533,08:40:00),44,0,0,1,0,0,0,0,0,[2016-10-10
200,1534,09:00:00),57,0,0,1,0,0,0,0,0,[2016-10-10
201,1535,09:20:00),51,0,0,0,1,0,0,0,0,[2016-10-10
202,1536,09:40:00),44,0,0,0,1,0,0,0,0,[2016-10-10
203,1537,10:00:00),53,0,0,0,1,0,0,0,0,[2016-10-10
204,1598,06:20:00),9,1,0,0,0,0,0,0,0,[2016-10-11
205,1599,06:40:00),26,1,0,0,0,0,0,0,0,[2016-10-11
206,1600,07:00:00),18,1,0,0,0,0,0,0,0,[2016-10-11
207,1601,07:20:00),30,0,1,0,0,0,0,0,0,[2016-10-11
208,1602,07:40:00),40,0,1,0,0,0,0,0,0,[2016-10-11
209,1603,08:00:00),52,0,1,0,0,0,0,0,0,[2016-10-11
210,1604,08:20:00),49,0,0,1,0,0,0,0,0,[2016-10-11
211,1605,08:40:00),49,0,0,1,0,0,0,0,0,[2016-10-11
212,1606,09:00:00),40,0,0,1,0,0,0,0,0,[2016-10-11
213,1607,09:20:00),45,0,0,0,1,0,0,0,0,[2016-10-11
214,1608,09:40:00),47,0,0,0,1,0,0,0,0,[2016-10-11
215,1609,10:00:00),44,0,0,0,1,0,0,0,0,[2016-10-11
216,1670,06:20:00),10,1,0,0,0,0,0,0,0,[2016-10-12
217,1671,06:40:00),17,1,0,0,0,0,0,0,0,[2016-10-12
218,1672,07:00:00),16,1,0,0,0,0,0,0,0,[2016-10-12
219,1673,07:20:00),27,0,1,0,0,0,0,0,0,[2016-10-12
220,1674,07:40:00),27,0,1,0,0,0,0,0,0,[2016-10-12
221,1675,08:00:00),42,0,1,0,0,0,0,0,0,[2016-10-12
222,1676,08:20:00),45,0,0,1,0,0,0,0,0,[2016-10-12
223,1677,08:40:00),54,0,0,1,0,0,0,0,0,[2016-10-12
224,1678,09:00:00),55,0,0,1,0,0,0,0,0,[2016-10-12
225,1679,09:20:00),44,0,0,0,1,0,0,0,0,[2016-10-12
226,1680,09:40:00),51,0,0,0,1,0,0,0,0,[2016-10-12
227,1681,10:00:00),34,0,0,0,1,0,0,0,0,[2016-10-12
228,1742,06:20:00),17,1,0,0,0,0,0,0,0,[2016-10-13
229,1743,06:40:00),18,1,0,0,0,0,0,0,0,[2016-10-13
230,1744,07:00:00),32,1,0,0,0,0,0,0,0,[2016-10-13
231,1745,07:20:00),32,0,1,0,0,0,0,0,0,[2016-10-13
232,1746,07:40:00),44,0,1,0,0,0,0,0,0,[2016-10-13
233,1747,08:00:00),49,0,1,0,0,0,0,0,0,[2016-10-13
234,1748,08:20:00),51,0,0,1,0,0,0,0,0,[2016-10-13
235,1749,08:40:00),59,0,0,1,0,0,0,0,0,[2016-10-13
236,1750,09:00:00),42,0,0,1,0,0,0,0,0,[2016-10-13
237,1751,09:20:00),65,0,0,0,1,0,0,0,0,[2016-10-13
238,1752,09:40:00),46,0,0,0,1,0,0,0,0,[2016-10-13
239,1753,10:00:00),59,0,0,0,1,0,0,0,0,[2016-10-13
240,1814,06:20:00),14,1,0,0,0,0,0,0,0,[2016-10-14
241,1815,06:40:00),20,1,0,0,0,0,0,0,0,[2016-10-14
242,1816,07:00:00),20,1,0,0,0,0,0,0,0,[2016-10-14
243,1817,07:20:00),23,0,1,0,0,0,0,0,0,[2016-10-14
244,1818,07:40:00),28,0,1,0,0,0,0,0,0,[2016-10-14
245,1819,08:00:00),30,0,1,0,0,0,0,0,0,[2016-10-14
246,1820,08:20:00),34,0,0,1,0,0,0,0,0,[2016-10-14
247,1821,08:40:00),59,0,0,1,0,0,0,0,0,[2016-10-14
248,1822,09:00:00),46,0,0,1,0,0,0,0,0,[2016-10-14
249,1823,09:20:00),44,0,0,0,1,0,0,0,0,[2016-10-14
250,1824,09:40:00),48,0,0,0,1,0,0,0,0,[2016-10-14
251,1825,10:00:00),45,0,0,0,1,0,0,0,0,[2016-10-14
252,1886,06:20:00),10,1,0,0,0,0,0,0,0,[2016-10-15
253,1887,06:40:00),19,1,0,0,0,0,0,0,0,[2016-10-15
254,1888,07:00:00),31,1,0,0,0,0,0,0,0,[2016-10-15
255,1889,07:20:00),39,0,1,0,0,0,0,0,0,[2016-10-15
256,1890,07:40:00),53,0,1,0,0,0,0,0,0,[2016-10-15
257,1891,08:00:00),46,0,1,0,0,0,0,0,0,[2016-10-15
258,1892,08:20:00),44,0,0,1,0,0,0,0,0,[2016-10-15
259,1893,08:40:00),47,0,0,1,0,0,0,0,0,[2016-10-15
260,1894,09:00:00),55,0,0,1,0,0,0,0,0,[2016-10-15
261,1895,09:20:00),70,0,0,0,1,0,0,0,0,[2016-10-15
262,1896,09:40:00),72,0,0,0,1,0,0,0,0,[2016-10-15
263,1897,10:00:00),55,0,0,0,1,0,0,0,0,[2016-10-15
264,1958,06:20:00),6,1,0,0,0,0,0,0,0,[2016-10-16
265,1959,06:40:00),7,1,0,0,0,0,0,0,0,[2016-10-16
266,1960,07:00:00),10,1,0,0,0,0,0,0,0,[2016-10-16
267,1961,07:20:00),19,0,1,0,0,0,0,0,0,[2016-10-16
268,1962,07:40:00),28,0,1,0,0,0,0,0,0,[2016-10-16
269,1963,08:00:00),53,0,1,0,0,0,0,0,0,[2016-10-16
270,1964,08:20:00),29,0,0,1,0,0,0,0,0,[2016-10-16
271,1965,08:40:00),44,0,0,1,0,0,0,0,0,[2016-10-16
272,1966,09:00:00),35,0,0,1,0,0,0,0,0,[2016-10-16
273,1967,09:20:00),51,0,0,0,1,0,0,0,0,[2016-10-16
274,1968,09:40:00),47,0,0,0,1,0,0,0,0,[2016-10-16
275,1969,10:00:00),48,0,0,0,1,0,0,0,0,[2016-10-16
276,2030,06:20:00),13,1,0,0,0,0,0,0,0,[2016-10-17
277,2031,06:40:00),18,1,0,0,0,0,0,0,0,[2016-10-17
278,2032,07:00:00),19,1,0,0,0,0,0,0,0,[2016-10-17
279,2033,07:20:00),45,0,1,0,0,0,0,0,0,[2016-10-17
280,2034,07:40:00),44,0,1,0,0,0,0,0,0,[2016-10-17
281,2035,08:00:00),56,0,1,0,0,0,0,0,0,[2016-10-17
282,2036,08:20:00),50,0,0,1,0,0,0,0,0,[2016-10-17
283,2037,08:40:00),46,0,0,1,0,0,0,0,0,[2016-10-17
284,2038,09:00:00),56,0,0,1,0,0,0,0,0,[2016-10-17
285,2039,09:20:00),43,0,0,0,1,0,0,0,0,[2016-10-17
286,2040,09:40:00),54,0,0,0,1,0,0,0,0,[2016-10-17
287,2041,10:00:00),41,0,0,0,1,0,0,0,0,[2016-10-17
288,2084,06:20:00),13,1,0,0,0,0,0,0,0,[2016-10-18
289,2085,06:40:00),17,1,0,0,0,0,0,0,0,[2016-10-18
290,2086,07:00:00),21,1,0,0,0,0,0,0,0,[2016-10-18
291,2087,07:20:00),31,0,1,0,0,0,0,0,0,[2016-10-18
292,2088,07:40:00),28,0,1,0,0,0,0,0,0,[2016-10-18
293,2089,08:00:00),47,0,1,0,0,0,0,0,0,[2016-10-18
294,2096,06:20:00),12,1,0,0,0,0,0,0,0,[2016-10-19
295,2097,06:40:00),16,1,0,0,0,0,0,0,0,[2016-10-19
296,2098,07:00:00),17,1,0,0,0,0,0,0,0,[2016-10-19
297,2099,07:20:00),22,0,1,0,0,0,0,0,0,[2016-10-19
298,2100,07:40:00),38,0,1,0,0,0,0,0,0,[2016-10-19
299,2101,08:00:00),41,0,1,0,0,0,0,0,0,[2016-10-19
300,2108,06:20:00),8,1,0,0,0,0,0,0,0,[2016-10-20
301,2109,06:40:00),16,1,0,0,0,0,0,0,0,[2016-10-20
302,2110,07:00:00),23,1,0,0,0,0,0,0,0,[2016-10-20
303,2111,07:20:00),22,0,1,0,0,0,0,0,0,[2016-10-20
304,2112,07:40:00),33,0,1,0,0,0,0,0,0,[2016-10-20
305,2113,08:00:00),37,0,1,0,0,0,0,0,0,[2016-10-20
306,2120,06:20:00),8,1,0,0,0,0,0,0,0,[2016-10-21
307,2121,06:40:00),13,1,0,0,0,0,0,0,0,[2016-10-21
308,2122,07:00:00),21,1,0,0,0,0,0,0,0,[2016-10-21
309,2123,07:20:00),32,0,1,0,0,0,0,0,0,[2016-10-21
310,2124,07:40:00),41,0,1,0,0,0,0,0,0,[2016-10-21
311,2125,08:00:00),38,0,1,0,0,0,0,0,0,[2016-10-21
312,2132,06:20:00),7,1,0,0,0,0,0,0,0,[2016-10-22
313,2133,06:40:00),8,1,0,0,0,0,0,0,0,[2016-10-22
314,2134,07:00:00),22,1,0,0,0,0,0,0,0,[2016-10-22
315,2135,07:20:00),14,0,1,0,0,0,0,0,0,[2016-10-22
316,2136,07:40:00),27,0,1,0,0,0,0,0,0,[2016-10-22
317,2137,08:00:00),34,0,1,0,0,0,0,0,0,[2016-10-22
318,2144,06:20:00),13,1,0,0,0,0,0,0,0,[2016-10-23
319,2145,06:40:00),10,1,0,0,0,0,0,0,0,[2016-10-23
320,2146,07:00:00),8,1,0,0,0,0,0,0,0,[2016-10-23
321,2147,07:20:00),17,0,1,0,0,0,0,0,0,[2016-10-23
322,2148,07:40:00),24,0,1,0,0,0,0,0,0,[2016-10-23
323,2149,08:00:00),30,0,1,0,0,0,0,0,0,[2016-10-23
324,2156,06:20:00),18,1,0,0,0,0,0,0,0,[2016-10-24
325,2157,06:40:00),21,1,0,0,0,0,0,0,0,[2016-10-24
326,2158,07:00:00),24,1,0,0,0,0,0,0,0,[2016-10-24
327,2159,07:20:00),35,0,1,0,0,0,0,0,0,[2016-10-24
328,2160,07:40:00),34,0,1,0,0,0,0,0,0,[2016-10-24
329,2161,08:00:00),43,0,1,0,0,0,0,0,0,[2016-10-24
330,2186,06:20:00),39,1,0,0,0,0,0,0,0,[2016-09-19
331,2187,06:40:00),57,1,0,0,0,0,0,0,0,[2016-09-19
332,2188,07:00:00),72,1,0,0,0,0,0,0,0,[2016-09-19
333,2189,07:20:00),70,0,1,0,0,0,0,0,0,[2016-09-19
334,2190,07:40:00),83,0,1,0,0,0,0,0,0,[2016-09-19
335,2191,08:00:00),118,0,1,0,0,0,0,0,0,[2016-09-19
336,2192,08:20:00),123,0,0,1,0,0,0,0,0,[2016-09-19
337,2193,08:40:00),119,0,0,1,0,0,0,0,0,[2016-09-19
338,2194,09:00:00),116,0,0,1,0,0,0,0,0,[2016-09-19
339,2195,09:20:00),120,0,0,0,1,0,0,0,0,[2016-09-19
340,2196,09:40:00),151,0,0,0,1,0,0,0,0,[2016-09-19
341,2197,10:00:00),131,0,0,0,1,0,0,0,0,[2016-09-19
342,2258,06:20:00),47,1,0,0,0,0,0,0,0,[2016-09-20
343,2259,06:40:00),59,1,0,0,0,0,0,0,0,[2016-09-20
344,2260,07:00:00),69,1,0,0,0,0,0,0,0,[2016-09-20
345,2261,07:20:00),88,0,1,0,0,0,0,0,0,[2016-09-20
346,2262,07:40:00),126,0,1,0,0,0,0,0,0,[2016-09-20
347,2263,08:00:00),139,0,1,0,0,0,0,0,0,[2016-09-20
348,2264,08:20:00),132,0,0,1,0,0,0,0,0,[2016-09-20
349,2265,08:40:00),151,0,0,1,0,0,0,0,0,[2016-09-20
350,2266,09:00:00),131,0,0,1,0,0,0,0,0,[2016-09-20
351,2267,09:20:00),150,0,0,0,1,0,0,0,0,[2016-09-20
352,2268,09:40:00),142,0,0,0,1,0,0,0,0,[2016-09-20
353,2269,10:00:00),173,0,0,0,1,0,0,0,0,[2016-09-20
354,2330,06:20:00),36,1,0,0,0,0,0,0,0,[2016-09-21
355,2331,06:40:00),50,1,0,0,0,0,0,0,0,[2016-09-21
356,2332,07:00:00),71,1,0,0,0,0,0,0,0,[2016-09-21
357,2333,07:20:00),77,0,1,0,0,0,0,0,0,[2016-09-21
358,2334,07:40:00),94,0,1,0,0,0,0,0,0,[2016-09-21
359,2335,08:00:00),99,0,1,0,0,0,0,0,0,[2016-09-21
360,2336,08:20:00),100,0,0,1,0,0,0,0,0,[2016-09-21
361,2337,08:40:00),105,0,0,1,0,0,0,0,0,[2016-09-21
362,2338,09:00:00),119,0,0,1,0,0,0,0,0,[2016-09-21
363,2339,09:20:00),137,0,0,0,1,0,0,0,0,[2016-09-21
364,2340,09:40:00),132,0,0,0,1,0,0,0,0,[2016-09-21
365,2341,10:00:00),122,0,0,0,1,0,0,0,0,[2016-09-21
366,2402,06:20:00),42,1,0,0,0,0,0,0,0,[2016-09-22
367,2403,06:40:00),61,1,0,0,0,0,0,0,0,[2016-09-22
368,2404,07:00:00),60,1,0,0,0,0,0,0,0,[2016-09-22
369,2405,07:20:00),79,0,1,0,0,0,0,0,0,[2016-09-22
370,2406,07:40:00),96,0,1,0,0,0,0,0,0,[2016-09-22
371,2407,08:00:00),100,0,1,0,0,0,0,0,0,[2016-09-22
372,2408,08:20:00),106,0,0,1,0,0,0,0,0,[2016-09-22
373,2409,08:40:00),98,0,0,1,0,0,0,0,0,[2016-09-22
374,2410,09:00:00),111,0,0,1,0,0,0,0,0,[2016-09-22
375,2411,09:20:00),123,0,0,0,1,0,0,0,0,[2016-09-22
376,2412,09:40:00),107,0,0,0,1,0,0,0,0,[2016-09-22
377,2413,10:00:00),110,0,0,0,1,0,0,0,0,[2016-09-22
378,2474,06:20:00),22,1,0,0,0,0,0,0,0,[2016-09-23
